Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,172.72,175.26,135,1,0,0,1,1,0,0,0,0,0,0,0,167.64,165.1,135,29,28,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,2,6,0,0,2,1,0,2,0,5,177.8,185.42,145,2,0,2,4,0,0,0,1,2,0,0,3,172.72,172.72,135,26,33,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,2,1,0,0,0,0,3,0,0,3,190.5,200.66,260,0,2,2,3,0,0,0,0,5,0,0,5,182.88,190.5,260,30,30,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,1,1,0,0,0,1,1,0,0,2,182.88,185.42,185,0,1,4,2,0,0,2,2,1,0,0,5,182.88,185.42,170,27,34,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,1,0,0,0,0,0,1,0,1,177.8,180.34,155,0,2,2,0,0,0,0,1,0,1,0,2,177.8,177.8,155,25,27,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,1,4,0,0,0,1,0,1,0,2,177.8,177.8,155,1,0,2,2,0,0,0,1,2,0,0,3,177.8,182.88,155,32,29,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,190.5,198.12,205,0,1,1,0,0,0,0,0,0,1,0,1,180.34,185.42,185,26,31,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,1,0,0,0,0,0,0,0,172.72,172.72,135,1,0,0,1,1,0,0,0,0,0,0,0,172.72,175.26,135,22,24,0,0,1,0,0,1,0,0
Red,FALSE,5,0,2,7,6,1,0,0,4,7,1,1,13,175.26,177.8,170,1,0,5,4,2,0,1,1,4,0,0,6,187.96,190.5,170,31,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,5,0,0,0,1,0,6,0,7,177.8,187.96,155,0,1,4,5,0,0,1,6,1,1,0,9,172.72,172.72,155,25,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,180.34,193.04,170,1,0,2,2,0,0,0,1,1,0,0,2,177.8,182.88,155,27,32,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,3,0,0,0,1,2,0,0,3,185.42,185.42,205,1,0,1,1,0,0,0,1,0,0,0,1,185.42,190.5,205,33,35,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,3,2,1,0,0,3,1,0,0,4,180.34,177.8,155,0,2,2,3,0,0,1,2,1,2,0,6,175.26,177.8,155,28,36,0,1,0,0,0,0,1,0
Red,FALSE,3,0,2,2,1,0,0,0,2,0,1,0,3,162.56,165.1,125,0,2,2,2,0,0,0,2,0,1,0,3,165.1,170.18,125,30,30,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,1,0,1,0,0,0,2,172.72,177.8,145,1,0,3,2,0,0,0,0,2,1,0,3,182.88,182.88,145,24,26,0,1,0,0,0,0,1,0
Blue,TRUE,5,1,0,4,1,1,0,0,2,1,1,0,4,180.34,182.88,235,0,3,3,4,0,0,0,2,8,0,0,10,187.96,198.12,205,36,31,0,1,0,0,0,1,0,0
Red,TRUE,5,0,3,3,6,5,0,0,0,10,2,1,13,182.88,187.96,185,0,8,8,0,3,0,0,3,3,2,0,8,187.96,198.12,185,38,30,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,3,3,0,0,0,3,3,0,0,6,172.72,172.72,155,0,7,7,3,0,0,0,6,4,4,0,14,185.42,185.42,155,30,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,5,6,4,5,0,1,1,8,2,0,12,190.5,195.58,240,0,1,3,3,0,0,0,1,6,1,0,8,198.12,200.66,255,36,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,2,1,0,1,0,1,3,0,5,167.64,167.64,125,0,2,3,2,2,0,0,4,3,1,0,8,162.56,165.1,125,31,30,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,2,1,0,0,0,3,0,0,0,3,162.56,162.56,125,0,2,3,1,2,0,0,1,3,0,1,5,160.02,167.64,135,32,30,0,0,1,0,0,1,0,0
Red,FALSE,3,4,0,2,6,0,0,1,2,1,1,0,5,177.8,182.88,170,1,0,4,4,0,0,1,6,3,0,0,10,187.96,193.04,170,35,33,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,3,5,0,0,1,5,0,1,0,7,182.88,193.04,185,0,3,3,2,1,0,0,1,0,0,2,3,182.88,200.66,185,32,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,0,0,1,1,0,2,180.34,182.88,170,1,0,4,5,0,0,1,2,4,2,0,9,182.88,187.96,170,27,39,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,1,2,0,0,0,0,0,1,0,1,162.56,162.56,125,2,0,2,2,0,0,0,1,1,0,0,2,170.18,167.64,125,30,23,0,1,0,0,0,0,1,0
Red,FALSE,5,0,2,4,3,3,0,0,2,0,6,0,8,167.64,170.18,135,0,3,5,5,7,0,0,7,3,2,0,12,167.64,172.72,145,36,33,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,5,3,0,0,1,2,3,0,0,6,180.34,185.42,185,0,1,1,2,0,0,0,1,1,1,0,3,187.96,193.04,185,35,29,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,3,2,0,0,0,1,1,1,0,3,198.12,195.58,185,3,0,4,6,0,0,1,3,4,0,0,8,182.88,182.88,185,27,37,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,6,6,2,0,0,0,4,2,1,0,7,190.5,203.2,170,0,1,2,1,0,0,0,0,3,0,0,3,190.5,195.58,170,27,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,175.26,175.26,145,3,0,0,3,1,0,0,0,0,0,0,0,175.26,182.88,145,33,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,2,0,0,0,1,1,0,0,2,180.34,185.42,155,0,1,1,1,0,0,0,0,1,0,0,1,175.26,180.34,155,30,32,0,1,0,0,0,0,0,1
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,180.34,190.5,155,1,0,2,1,1,0,1,1,0,0,0,2,180.34,180.34,155,31,25,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,1,2,1,0,0,1,0,0,0,1,187.96,187.96,170,1,0,1,1,0,0,1,0,0,0,0,1,182.88,180.34,170,26,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,0,0,0,1,1,0,0,0,2,170.18,170.18,135,0,1,1,0,1,0,0,1,0,0,0,1,162.56,162.56,145,28,33,0,1,0,0,0,0,1,0
Blue,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,167.64,170.18,125,1,0,0,1,0,0,0,0,0,0,0,0,162.56,165.1,125,27,24,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,165.1,162.56,125,1,0,0,1,0,0,0,0,0,0,0,0,167.64,175.26,125,24,26,0,1,0,0,0,1,0,0
Red,FALSE,5,1,0,4,4,1,0,0,1,4,0,0,5,177.8,182.88,265,1,0,3,2,0,0,0,3,3,0,0,6,193.04,203.2,240,41,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,2,1,0,0,2,2,0,0,4,182.88,185.42,185,0,1,5,3,0,0,1,6,1,0,0,8,185.42,187.96,185,24,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,2,0,0,0,0,1,0,0,1,185.42,187.96,205,0,1,3,5,0,0,0,0,2,3,0,5,190.5,190.5,205,31,42,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,0,0,0,0,2,0,1,0,3,190.5,193.04,155,0,2,2,0,0,0,0,0,0,2,0,2,180.34,185.42,170,28,20,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,1,0,0,0,0,1,0,0,1,182.88,190.5,155,1,0,2,4,0,0,1,2,0,0,0,3,180.34,177.8,145,25,31,0,0,0,1,0,1,0,0
Blue,FALSE,3,0,2,2,1,0,0,0,0,2,0,0,2,187.96,190.5,205,0,2,2,0,0,0,0,1,0,1,0,2,182.88,177.8,185,29,37,0,0,1,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,162.56,157.48,115,1,0,0,1,0,0,0,0,0,0,0,0,167.64,162.56,125,32,26,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,2,1,0,0,0,0,1,0,1,185.42,193.04,170,2,0,2,2,0,0,0,0,2,0,0,2,185.42,185.42,185,25,35,0,1,0,0,0,0,0,1
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,162.56,165.1,115,1,0,0,1,0,0,0,0,0,0,0,0,160.02,160.02,115,24,36,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,170.18,175.26,170,1,0,1,2,0,0,0,0,1,0,0,1,180.34,185.42,170,27,38,0,1,0,0,0,1,0,0
Red,TRUE,5,0,4,4,0,0,0,0,2,2,0,0,4,165.1,167.64,125,0,7,7,2,7,0,1,5,1,2,0,9,160.02,167.64,125,24,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,3,4,0,0,1,2,2,0,0,5,185.42,190.5,205,3,0,3,5,4,0,1,3,3,0,0,7,185.42,185.42,205,35,36,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,3,6,1,0,1,4,2,2,0,9,187.96,193.04,185,1,0,4,7,1,0,1,5,9,0,0,15,185.42,190.5,185,31,36,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,170.18,177.8,135,0,1,3,3,0,0,3,2,0,0,0,5,170.18,172.72,135,23,35,0,0,1,0,0,1,0,0
Red,FALSE,3,2,0,1,5,0,0,0,1,1,1,1,4,182.88,177.8,185,1,0,4,9,2,0,1,3,2,0,0,7,180.34,180.34,170,32,35,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,1,0,0,0,1,165.1,170.18,135,1,0,3,1,1,0,1,2,0,0,0,3,167.64,172.72,125,29,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,182.88,182.88,170,0,2,2,0,1,0,1,1,0,0,0,2,177.8,180.34,170,25,28,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,1,0,0,0,1,175.26,182.88,155,0,1,1,1,1,0,0,0,0,1,0,1,175.26,177.8,155,26,26,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,2,0,0,1,0,1,0,0,2,177.8,177.8,170,0,2,2,0,0,0,1,1,0,0,0,2,185.42,187.96,170,39,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,170.18,172.72,115,1,0,0,1,1,0,0,0,0,0,0,0,170.18,172.72,115,31,38,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,0,1,0,1,157.48,162.56,115,1,0,0,1,0,0,0,0,0,0,0,0,162.56,160.02,115,27,29,0,1,0,0,0,1,0,0
Blue,FALSE,5,0,3,3,1,0,0,0,0,1,2,0,3,190.5,195.58,185,0,1,8,5,5,0,1,6,6,1,0,14,185.42,187.96,185,30,36,0,0,1,0,0,0,1,0
Red,FALSE,3,4,0,4,6,0,0,2,2,0,1,1,6,187.96,193.04,185,0,4,4,0,0,0,0,1,1,2,0,4,185.42,182.88,185,28,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,5,5,3,0,0,1,2,4,1,0,8,180.34,175.26,155,1,0,6,2,0,0,0,2,4,0,0,6,172.72,177.8,145,23,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,162.56,165.1,115,0,1,1,0,0,0,0,0,0,1,0,1,162.56,165.1,115,21,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,1,0,0,0,1,0,3,0,4,177.8,182.88,155,1,0,7,5,0,0,0,5,2,6,0,13,172.72,180.34,155,25,31,0,0,1,0,0,0,1,0
Red,FALSE,3,0,3,3,1,0,0,0,2,1,0,0,3,187.96,193.04,205,0,1,4,1,0,1,0,0,3,1,0,5,190.5,203.2,205,34,32,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,1,2,0,0,1,0,1,0,0,2,190.5,193.04,205,0,2,2,0,1,0,0,1,1,0,0,2,190.5,200.66,205,29,25,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,0,1,1,0,0,2,170.18,180.34,135,1,0,5,3,0,0,3,3,1,0,0,7,170.18,172.72,135,25,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,3,0,0,1,2,2,0,0,5,187.96,190.5,170,0,2,2,0,0,0,0,1,1,0,0,2,182.88,185.42,170,31,34,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,2,0,0,0,1,0,2,0,3,175.26,180.34,145,2,0,3,3,1,0,0,2,0,2,0,4,170.18,172.72,145,27,27,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,182.88,185,1,0,1,1,1,0,0,0,1,0,0,1,182.88,193.04,185,27,31,0,1,0,0,0,1,0,0
Blue,FALSE,5,3,0,2,6,0,0,0,0,2,1,1,4,187.96,185.42,230,2,0,4,8,1,0,0,0,7,4,0,11,187.96,193.04,242,40,35,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,187.96,198.12,205,1,0,3,1,0,0,0,0,1,0,2,3,185.42,200.66,205,32,35,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,1,0,0,0,0,0,0,0,185.42,180.34,170,1,0,0,1,0,0,0,0,0,0,0,0,182.88,185.42,170,30,26,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,187.96,170,2,0,4,5,0,0,1,1,1,2,0,5,190.5,187.96,170,23,33,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,1,2,0,0,0,0,1,0,0,1,195.58,193.04,260,1,0,1,1,0,0,0,0,1,0,0,1,182.88,187.96,247,34,32,0,1,0,0,0,0,1,0
Red,FALSE,5,0,2,4,1,1,0,0,2,2,2,0,6,172.72,180.34,145,1,0,5,2,2,0,0,3,4,0,0,7,167.64,167.64,145,32,29,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,2,1,0,0,3,3,0,0,6,177.8,177.8,155,0,3,3,1,0,0,0,4,0,1,0,5,180.34,187.96,170,27,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,2,0,0,0,1,0,1,0,2,177.8,185.42,155,1,0,2,2,1,0,0,1,0,3,0,4,185.42,190.5,170,29,27,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,160.02,154.94,135,0,1,1,0,1,0,0,0,1,0,0,1,167.64,175.26,135,25,25,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,3,0,0,1,1,2,0,0,4,172.72,180.34,145,1,0,4,9,0,0,3,3,1,4,0,11,170.18,177.8,155,29,33,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,1,0,0,0,0,1,1,0,2,175.26,187.96,155,1,0,4,3,0,0,0,3,2,3,0,8,175.26,182.88,155,30,26,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,170.18,170.18,125,2,0,1,3,1,0,0,0,1,0,0,1,167.64,167.64,125,31,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,190.5,187.96,155,3,0,8,6,2,0,3,5,1,0,0,9,175.26,177.8,155,30,35,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,180.34,198.12,185,1,0,0,1,0,0,0,0,0,0,0,0,187.96,190.5,170,27,32,0,1,0,0,0,0,1,0
Red,FALSE,5,0,4,4,0,0,0,0,4,0,0,0,4,185.42,187.96,170,0,1,5,6,1,0,0,6,1,6,0,13,185.42,182.88,170,31,37,0,0,1,0,0,0,1,0
Red,FALSE,3,4,0,5,9,1,0,1,5,6,3,0,15,177.8,185.42,170,0,1,1,4,0,0,0,0,2,3,0,5,182.88,187.96,170,37,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,2,0,0,0,0,0,1,0,1,182.88,185.42,170,0,1,1,1,1,0,0,1,0,1,0,2,182.88,190.5,155,25,35,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,170.18,170.18,135,1,0,2,1,0,0,0,0,2,0,0,2,172.72,175.26,145,34,26,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,1,1,0,0,2,180.34,187.96,145,0,2,2,3,1,0,1,0,1,1,0,3,170.18,185.42,145,24,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,0,0,1,0,1,177.8,180.34,155,0,1,2,3,0,0,1,1,1,2,0,5,175.26,177.8,155,32,36,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,1,1,0,0,0,1,0,1,0,2,172.72,167.64,145,0,2,2,0,0,0,1,0,1,0,0,2,182.88,187.96,145,33,30,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,172.72,187.96,155,2,0,0,2,0,0,0,0,0,0,0,0,177.8,177.8,155,28,25,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,180.34,155,1,0,0,1,0,0,0,0,0,0,0,0,172.72,180.34,155,25,35,0,1,0,0,0,1,0,0
Blue,TRUE,5,0,3,5,5,0,0,0,7,3,2,0,12,172.72,177.8,170,0,5,5,1,2,0,1,0,2,2,0,5,177.8,182.88,170,30,28,0,0,1,0,0,1,0,0
Blue,TRUE,5,0,2,2,0,0,0,1,1,0,0,0,2,167.64,165.1,125,0,1,1,0,1,0,0,0,0,1,0,1,154.94,160.02,115,27,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,7,6,0,0,0,2,9,1,0,12,182.88,190.5,170,1,0,6,3,3,1,2,3,5,0,0,11,175.26,175.26,185,34,31,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,1,3,0,0,0,1,2,0,0,3,193.04,203.2,265,1,0,3,6,1,0,0,0,7,0,0,7,182.88,182.88,263,34,38,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,162.56,162.56,135,1,0,3,4,1,0,2,4,1,0,0,7,160.02,160.02,125,28,33,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,2,9,0,0,3,5,1,0,0,9,175.26,177.8,155,1,0,3,6,1,0,0,4,3,0,1,8,172.72,175.26,155,30,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,1,0,0,0,0,1,190.5,200.66,185,0,2,2,0,1,0,0,1,1,0,0,2,185.42,190.5,185,31,26,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,2,1,0,0,0,1,0,2,0,3,177.8,182.88,155,1,0,2,4,0,0,1,2,3,0,0,6,172.72,182.88,155,25,29,0,0,1,0,0,0,0,1
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,185.42,190.5,265,1,0,3,1,0,0,0,3,0,0,0,3,187.96,190.5,265,32,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,165.1,172.72,125,0,2,2,1,0,0,0,3,0,0,0,3,167.64,175.26,135,25,21,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,1,0,0,1,0,0,0,0,1,175.26,180.34,135,1,0,0,1,0,0,0,0,0,0,0,0,170.18,175.26,135,30,20,0,1,0,0,0,1,0,0
Red,TRUE,5,0,2,2,0,0,0,0,0,2,0,0,2,167.64,172.72,145,0,4,4,0,4,0,0,0,2,2,0,4,170.18,172.72,135,32,28,0,0,1,0,0,1,0,0
Red,FALSE,3,3,0,5,8,1,0,1,5,6,3,0,15,177.8,185.42,170,3,0,6,5,0,0,1,2,4,0,1,8,175.26,180.34,170,37,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,1,0,0,0,1,182.88,185.42,170,1,0,1,1,0,0,0,0,1,0,0,1,182.88,185.42,170,26,33,0,1,0,0,0,0,1,0
Red,FALSE,3,0,3,3,8,0,0,5,6,1,4,0,16,177.8,180.34,155,0,4,4,1,1,0,1,1,2,2,1,7,180.34,193.04,155,31,31,0,0,1,0,0,1,0,0
Blue,FALSE,3,2,0,1,3,0,0,0,1,1,0,0,2,180.34,187.96,170,2,0,4,5,0,0,1,3,4,0,0,8,182.88,182.88,185,36,37,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,3,0,0,1,2,1,0,0,4,187.96,190.5,170,0,1,1,1,1,0,0,1,0,0,0,1,187.96,187.96,170,31,26,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,187.96,190.5,247,1,0,2,1,0,0,0,0,2,0,0,2,190.5,200.66,260,37,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,185.42,155,1,0,1,2,0,0,0,0,1,1,0,2,187.96,185.42,170,29,28,0,1,0,0,0,1,0,0
Blue,FALSE,5,4,0,4,9,5,0,0,2,3,8,0,14,190.5,200.66,264,3,0,2,4,1,0,0,0,2,0,0,2,193.04,203.2,264,35,35,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,3,3,4,1,0,0,4,3,0,0,7,177.8,185.42,145,0,2,4,2,0,1,1,2,5,0,0,9,180.34,190.5,155,28,29,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,0,0,1,0,0,1,187.96,190.5,205,0,1,3,1,1,0,1,2,0,1,0,4,185.42,198.12,185,28,30,0,0,1,0,0,0,1,0
Blue,FALSE,3,0,1,1,1,0,0,0,0,1,1,0,2,177.8,182.88,155,1,0,3,1,0,0,0,1,1,0,1,3,172.72,185.42,155,32,28,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,167.64,167.64,135,0,3,3,3,0,0,1,3,2,0,0,6,175.26,180.34,135,34,34,0,1,0,0,0,0,1,0
Red,FALSE,3,0,2,2,0,0,0,1,0,0,1,0,2,185.42,193.04,170,0,1,1,1,0,0,0,0,1,0,0,1,182.88,185.42,170,23,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,167.64,172.72,135,0,3,3,1,0,0,1,1,0,1,0,3,154.94,157.48,115,37,23,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,193.04,193.04,170,1,0,1,2,1,0,0,1,0,0,0,1,180.34,190.5,170,25,23,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,180.34,180.34,145,0,1,1,0,0,0,0,1,0,0,0,1,175.26,177.8,145,28,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,2,0,0,0,0,1,0,0,1,177.8,180.34,135,1,0,0,1,0,0,0,0,0,0,0,0,170.18,172.72,135,27,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,185.42,187.96,155,1,0,1,1,0,0,0,1,0,0,0,1,175.26,185.42,155,25,34,0,1,0,0,0,1,0,0
Red,FALSE,5,0,2,2,0,0,0,0,0,2,0,0,2,187.96,187.96,170,2,0,7,3,5,0,3,5,0,1,0,9,175.26,177.8,170,29,31,0,0,0,1,0,0,1,0
Red,FALSE,3,0,2,2,6,0,0,0,2,1,7,0,10,185.42,187.96,145,0,4,4,3,0,0,1,1,4,1,0,7,180.34,175.26,155,30,23,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,1,0,0,1,0,3,177.8,180.34,170,0,5,5,2,0,0,0,4,2,0,0,6,190.5,203.2,170,33,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,180.34,180.34,185,0,1,1,0,0,0,0,0,0,1,0,1,182.88,177.8,185,26,37,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,2,1,0,0,1,1,0,0,0,2,175.26,195.58,170,0,2,2,1,0,0,1,1,0,0,0,2,167.64,170.18,170,22,33,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,170.18,172.72,125,0,1,1,1,0,0,0,0,0,1,0,1,162.56,160.02,135,33,21,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,170.18,190.5,155,4,0,2,5,1,0,0,2,1,0,0,3,175.26,177.8,155,23,29,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,175.26,180.34,145,0,2,2,1,0,0,0,1,0,1,0,2,180.34,182.88,145,28,29,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,2,3,0,0,0,2,0,0,0,2,170.18,167.64,135,1,0,2,1,0,0,0,2,0,0,0,2,162.56,162.56,125,28,31,0,0,1,0,0,0,1,0
Red,FALSE,3,0,5,5,0,1,0,2,1,0,2,0,5,175.26,180.34,185,0,1,2,2,0,0,0,0,4,0,0,4,175.26,187.96,170,23,32,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,3,2,1,0,0,3,2,0,0,5,177.8,177.8,155,0,2,3,6,0,0,0,1,2,7,1,11,177.8,180.34,155,27,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,4,6,0,0,2,3,4,0,0,9,182.88,187.96,185,0,4,5,3,1,0,1,3,2,3,0,9,185.42,198.12,185,34,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,7,6,1,0,0,4,6,1,1,12,175.26,177.8,170,0,2,2,1,0,0,1,0,2,0,0,3,182.88,185.42,170,31,25,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,1,0,1,0,1,0,0,2,167.64,167.64,135,0,2,2,2,1,0,0,2,0,0,0,2,167.64,165.1,135,34,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,2,1,0,0,0,2,0,1,0,3,185.42,195.58,185,0,1,3,7,1,0,1,2,2,4,0,9,185.42,195.58,205,31,34,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,4,2,0,0,0,1,4,0,0,5,160.02,170.18,135,0,2,2,3,0,0,0,2,0,0,0,2,165.1,162.56,125,24,30,0,1,0,0,0,1,0,0
