Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Blue,FALSE,3,1,0,3,4,1,0,1,3,1,2,0,7,154.94,157.48,115,0,2,2,2,1,0,0,3,0,1,0,4,162.56,160.02,115,25,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,2,0,0,0,1,0,0,0,1,180.34,177.8,155,4,0,2,8,0,0,1,1,2,0,0,4,170.18,177.8,155,29,39,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,172.72,175.26,145,2,0,2,3,0,0,0,0,2,0,0,2,170.18,175.26,135,27,26,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,3,0,0,0,0,0,3,0,3,177.8,180.34,125,1,0,3,4,0,0,0,4,0,1,0,5,165.1,170.18,125,27,32,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,2,1,0,0,1,1,0,0,0,2,180.34,182.88,170,1,0,1,5,0,0,0,0,0,2,0,2,180.34,185.42,170,27,33,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,180.34,182.88,170,0,1,1,1,0,0,0,0,0,0,1,1,170.18,177.8,170,29,31,0,1,0,0,0,1,0,0
Red,FALSE,5,0,1,2,2,0,0,1,2,0,0,0,3,185.42,198.12,185,1,0,5,2,2,0,0,0,2,3,0,5,190.5,195.58,185,35,32,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,2,2,0,0,0,1,2,0,0,3,193.04,193.04,205,4,0,2,6,0,0,0,1,2,0,0,3,175.26,180.34,185,29,39,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,1,0,0,0,0,0,1,0,1,187.96,187.96,155,0,2,2,0,0,0,0,1,1,0,0,2,170.18,180.34,155,27,30,0,0,1,0,0,1,0,0
Red,FALSE,3,0,2,4,2,1,0,1,2,1,2,0,6,182.88,182.88,170,0,5,5,0,1,0,0,4,0,1,0,5,182.88,193.04,170,35,30,0,1,0,0,0,0,0,1
Blue,FALSE,3,0,2,3,2,1,0,0,1,0,4,0,5,175.26,177.8,155,0,3,3,3,0,0,0,2,0,2,0,4,182.88,185.42,170,28,27,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,200.66,208.28,245,2,0,1,5,0,0,0,1,2,0,0,3,195.58,193.04,260,27,37,0,1,0,0,0,1,0,0
Blue,FALSE,3,3,0,3,6,1,0,0,1,2,0,2,5,182.88,200.66,185,1,0,5,2,0,0,1,4,1,0,0,6,185.42,195.58,185,33,28,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,3,2,0,0,0,1,0,3,0,4,177.8,180.34,155,1,0,2,2,0,0,1,0,2,0,0,3,180.34,180.34,155,31,31,0,1,0,0,0,1,0,0
Red,TRUE,5,0,2,2,1,0,0,1,1,0,1,0,3,165.1,167.64,125,0,5,5,1,2,0,0,1,4,2,0,7,172.72,175.26,145,29,29,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,5,7,3,0,0,9,4,2,0,15,172.72,177.8,170,0,1,7,4,0,0,1,6,4,1,0,12,190.5,203.2,170,32,30,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,3,3,1,0,0,4,0,2,0,6,162.56,165.1,125,2,0,4,2,1,0,1,3,0,0,0,4,162.56,162.56,135,32,30,0,0,1,0,0,1,0,0
Red,FALSE,3,0,2,2,0,0,0,0,0,1,1,0,2,190.5,200.66,205,1,0,3,3,0,0,0,1,3,1,0,5,177.8,185.42,205,25,34,0,1,0,0,0,1,0,0
Red,FALSE,3,3,0,1,4,2,0,0,1,0,0,0,1,175.26,185.42,145,2,0,3,13,0,0,1,5,5,0,1,12,172.72,180.34,145,35,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,1,1,0,0,0,2,172.72,172.72,135,0,3,3,3,1,0,1,1,1,2,0,5,167.64,167.64,135,26,36,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,2,0,0,1,0,1,0,0,2,172.72,170.18,125,1,0,1,1,0,0,0,1,0,0,0,1,170.18,170.18,135,30,29,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,1,0,0,0,0,1,182.88,177.8,145,0,1,1,0,0,0,0,1,0,0,0,1,167.64,167.64,145,28,31,0,0,1,0,0,0,1,0
Blue,FALSE,3,1,0,1,3,0,0,0,1,1,0,0,2,182.88,180.34,155,2,0,2,4,0,0,0,1,0,1,0,2,177.8,185.42,155,28,31,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,3,2,0,0,1,0,2,1,0,4,177.8,182.88,155,0,2,2,1,0,0,0,2,0,0,0,2,180.34,190.5,155,34,33,0,0,1,0,0,1,0,0
Red,FALSE,5,0,2,4,6,0,1,0,1,5,5,0,12,210.82,213.36,265,0,2,2,0,0,0,1,1,0,0,0,2,200.66,203.2,250,29,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,2,0,0,0,1,2,1,0,4,182.88,182.88,170,0,3,3,2,0,0,0,3,1,1,0,5,182.88,187.96,170,28,26,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,1,2,0,0,0,1,1,0,0,2,182.88,193.04,170,0,1,1,1,0,0,0,1,1,0,0,2,182.88,187.96,170,28,24,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,182.88,195.58,155,0,4,4,1,0,0,0,1,4,0,0,5,175.26,185.42,155,33,29,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,177.8,185.42,155,0,4,4,2,0,0,0,5,1,0,1,7,172.72,185.42,155,27,30,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,1,2,0,0,2,0,0,0,0,2,180.34,177.8,155,3,0,0,3,0,0,0,0,0,0,0,0,177.8,182.88,155,31,30,0,0,1,0,0,1,0,0
Red,FALSE,5,0,3,3,0,0,0,1,0,0,2,0,3,170.18,177.8,125,0,3,3,2,0,0,0,6,0,0,0,6,167.64,175.26,135,23,23,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,1,0,0,0,1,0,0,0,1,165.1,167.64,115,0,1,1,3,0,0,1,2,0,0,0,3,162.56,160.02,115,23,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,182.88,193.04,170,1,0,3,3,0,0,0,3,3,0,0,6,182.88,185.42,170,27,35,0,1,0,0,0,0,1,0
Red,FALSE,3,3,0,5,7,4,1,4,3,6,0,0,14,182.88,190.5,205,1,0,4,4,0,0,0,2,4,1,0,7,187.96,190.5,205,37,31,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,175.26,177.8,135,1,0,2,2,1,0,0,1,2,0,0,3,167.64,170.18,135,28,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,0,1,1,0,0,2,185.42,195.58,185,0,1,1,3,1,0,1,0,0,2,0,3,185.42,193.04,170,29,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,1,0,0,0,1,1,0,0,2,157.48,162.56,125,1,0,2,5,0,0,3,0,2,0,0,5,165.1,165.1,125,31,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,4,4,0,0,1,4,0,3,0,8,167.64,170.18,135,2,0,1,2,0,0,0,0,0,1,0,1,172.72,175.26,135,32,36,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,0,0,0,0,1,1,0,0,2,172.72,175.26,145,0,2,2,1,1,0,0,1,0,1,0,2,172.72,175.26,135,25,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,182.88,145,1,0,1,1,0,0,0,0,1,0,0,1,182.88,187.96,155,29,27,0,1,0,0,0,1,0,0
Red,TRUE,5,0,7,7,6,1,0,1,8,1,9,0,19,185.42,182.88,170,0,1,3,3,3,1,1,0,5,0,0,7,175.26,187.96,170,39,35,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,8,5,1,0,0,6,8,5,0,19,185.42,185.42,155,1,0,5,5,5,0,3,3,6,0,0,12,180.34,187.96,170,34,35,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,2,0,0,0,1,0,1,0,0,2,187.96,190.5,205,0,2,3,2,0,0,0,1,3,0,2,6,185.42,200.66,205,27,37,0,1,0,0,0,1,0,0
Red,FALSE,3,0,4,4,1,0,0,1,1,1,1,0,4,177.8,180.34,145,0,1,4,3,1,0,0,3,2,3,0,8,172.72,180.34,145,25,35,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,7,3,6,0,0,4,2,3,0,9,167.64,177.8,135,0,1,4,2,0,0,0,2,1,2,0,5,170.18,180.34,135,30,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,2,0,0,1,0,3,180.34,182.88,145,0,3,3,1,0,0,0,0,2,1,0,3,172.72,175.26,145,28,26,0,1,0,0,0,0,0,1
Blue,FALSE,3,0,1,1,0,0,0,0,0,0,1,0,1,157.48,160.02,115,2,0,1,4,0,0,0,0,0,1,0,1,162.56,165.1,115,27,26,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,2,5,0,0,0,1,1,1,0,3,172.72,177.8,155,3,0,2,11,0,0,1,3,1,1,0,6,177.8,182.88,170,28,37,0,0,1,0,0,1,0,0
Red,FALSE,5,1,0,5,3,1,0,2,2,2,2,0,8,175.26,180.34,185,3,0,9,3,5,0,0,3,4,2,0,9,187.96,198.12,185,25,33,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,4,5,4,0,0,1,8,3,0,0,12,177.8,180.34,145,1,0,7,4,1,0,2,4,1,2,0,9,167.64,167.64,155,33,30,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,5,0,0,1,0,4,0,0,5,190.5,193.04,205,0,1,3,4,0,0,0,3,2,0,0,5,187.96,193.04,205,31,36,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,4,1,0,0,0,1,4,0,0,5,170.18,177.8,135,0,4,4,0,0,0,1,2,1,0,0,4,162.56,172.72,135,25,28,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,2,1,0,0,0,1,1,0,0,2,180.34,185.42,170,0,1,1,0,0,0,0,0,1,0,0,1,182.88,187.96,170,30,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,3,3,0,0,0,2,2,2,0,6,180.34,193.04,170,0,2,4,1,0,0,0,6,0,0,0,6,185.42,187.96,170,29,33,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,1,2,0,0,0,0,1,0,0,1,193.04,198.12,250,2,0,0,2,0,0,0,0,0,0,0,0,185.42,190.5,241,27,37,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,0,2,0,0,0,2,180.34,180.34,145,0,1,1,1,0,0,1,0,0,0,0,1,170.18,177.8,145,24,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,2,0,0,0,1,1,1,0,3,172.72,177.8,135,0,1,1,0,0,0,0,0,0,1,0,1,167.64,167.64,135,24,30,0,0,0,1,0,0,0,1
Red,FALSE,3,0,1,3,4,1,0,1,0,1,3,0,5,170.18,185.42,145,0,2,2,0,0,0,0,1,1,0,0,2,180.34,190.5,145,30,26,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,4,2,0,0,0,2,0,2,0,4,177.8,177.8,155,1,0,1,2,0,0,0,0,1,0,0,1,180.34,185.42,155,29,28,0,1,0,0,0,1,0,0
Blue,FALSE,5,0,4,4,2,0,0,0,3,3,0,0,6,182.88,185.42,170,0,2,4,2,0,0,0,1,0,6,0,7,180.34,182.88,170,30,28,0,1,0,0,0,0,0,1
Blue,FALSE,3,0,2,2,0,0,0,0,0,0,2,0,2,162.56,162.56,115,1,0,2,2,0,0,0,2,1,0,0,3,167.64,165.1,125,30,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,2,3,0,0,1,1,2,1,0,5,180.34,177.8,155,0,2,3,1,0,1,1,1,2,0,0,5,177.8,177.8,155,33,27,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,1,1,0,0,0,1,0,0,0,1,190.5,193.04,185,1,0,1,1,0,0,0,0,1,0,0,1,182.88,185.42,185,35,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,190.5,193.04,205,0,1,1,2,1,0,0,0,1,0,0,1,185.42,193.04,205,29,27,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,187.96,170,1,0,2,1,0,0,0,1,0,1,0,2,185.42,187.96,170,27,30,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,2,3,0,0,0,2,0,1,0,3,162.56,162.56,125,0,1,1,0,0,0,1,0,0,0,0,1,165.1,170.18,125,37,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,2,0,0,1,0,0,0,0,1,175.26,182.88,135,0,1,1,0,0,0,0,1,0,0,0,1,170.18,180.34,135,26,25,0,1,0,0,0,1,0,0
Blue,TRUE,5,0,7,7,2,1,0,0,4,5,0,0,9,182.88,185.42,185,0,8,8,0,0,0,1,1,6,0,0,8,182.88,185.42,185,26,40,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,4,4,1,0,0,2,5,0,0,7,193.04,203.2,265,0,1,6,3,3,0,0,3,4,2,0,9,193.04,195.58,231,37,39,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,2,0,0,0,0,1,0,0,1,193.04,203.2,265,2,0,3,4,0,2,0,0,2,0,0,4,182.88,187.96,247,26,34,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,7,9,0,0,2,6,3,6,0,17,172.72,180.34,155,1,0,5,5,4,0,1,0,2,3,0,6,177.8,182.88,170,33,30,0,0,1,0,0,1,0,0
Red,FALSE,3,0,2,2,1,0,0,0,1,1,0,0,2,170.18,172.72,135,0,1,2,1,0,0,0,0,3,0,0,3,172.72,180.34,135,32,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,2,1,0,0,0,0,1,2,0,3,187.96,203.2,240,3,0,3,7,0,0,0,1,7,1,0,9,198.12,200.66,255,40,34,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,187.96,198.12,170,0,1,3,2,1,0,1,2,1,0,0,4,177.8,180.34,170,26,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,0,0,0,0,0,0,2,0,2,185.42,195.58,185,0,1,4,4,0,0,0,1,5,0,0,6,187.96,193.04,205,29,33,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,1,2,0,0,0,1,1,0,0,2,180.34,182.88,170,2,0,2,3,0,0,1,0,2,0,0,3,182.88,185.42,170,28,27,0,1,0,0,0,1,0,0
Blue,TRUE,4,1,0,0,1,0,0,0,0,0,0,0,0,182.88,185.42,170,2,0,1,3,1,0,0,1,0,0,0,1,187.96,187.96,170,34,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,3,1,1,0,0,3,2,0,0,5,185.42,190.5,185,0,1,5,4,0,0,2,6,1,0,0,9,185.42,187.96,185,29,29,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,185.42,187.96,205,0,1,1,0,0,0,0,1,0,0,0,1,187.96,200.66,205,31,28,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,170.18,175.26,115,3,0,1,3,0,0,0,1,0,0,0,1,160.02,162.56,115,29,32,0,0,1,0,0,1,0,0
Blue,FALSE,3,3,0,3,8,1,0,1,4,2,2,0,9,187.96,193.04,185,1,0,3,9,1,0,1,2,3,4,0,10,185.42,195.58,205,33,36,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,2,0,0,0,3,0,0,0,3,165.1,165.1,115,0,1,3,1,0,0,0,4,0,0,0,4,154.94,152.4,115,35,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,2,0,0,0,0,2,0,0,2,170.18,175.26,135,1,0,8,8,2,0,3,6,1,0,0,10,175.26,177.8,155,25,38,0,0,1,0,0,1,0,0
Blue,FALSE,5,0,4,4,2,0,0,1,3,1,3,0,8,175.26,195.58,170,0,3,3,2,1,0,0,2,0,5,0,7,185.42,190.5,170,24,29,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,6,6,3,1,2,5,5,0,0,13,175.26,175.26,185,1,0,4,10,0,0,2,3,6,0,0,11,182.88,187.96,185,33,36,0,0,1,0,0,1,0,0
Red,FALSE,3,0,2,2,0,0,0,0,2,0,0,0,2,165.1,162.56,125,0,2,2,1,0,0,0,1,0,2,0,3,162.56,165.1,115,29,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,2,0,0,1,1,2,0,0,4,175.26,182.88,170,2,0,4,6,0,0,1,2,4,1,0,8,187.96,190.5,170,29,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,4,9,0,0,0,6,3,2,0,11,167.64,177.8,145,5,0,3,12,11,0,0,1,6,4,1,12,175.26,177.8,155,38,38,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,3,0,0,0,1,2,1,0,4,177.8,180.34,155,2,0,4,11,0,0,3,4,1,4,0,12,170.18,177.8,155,28,35,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,182.88,187.96,185,1,0,3,2,1,0,0,0,3,0,0,3,185.42,195.58,185,23,38,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,177.8,155,1,0,0,1,0,0,0,0,0,0,0,0,182.88,185.42,155,29,29,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,4,1,0,0,0,2,1,1,0,4,177.8,182.88,155,0,2,2,3,0,0,0,1,0,2,0,3,182.88,185.42,170,27,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,182.88,205,1,0,1,1,0,1,0,0,0,0,0,1,187.96,187.96,205,26,32,0,0,0,1,0,1,0,0
Red,FALSE,5,1,0,3,3,1,0,2,1,1,0,0,4,165.1,162.56,135,3,0,3,3,3,0,1,1,1,0,0,3,172.72,175.26,145,33,35,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,2,1,0,0,0,0,2,0,0,2,190.5,198.12,249,4,0,7,8,5,0,1,2,9,2,0,14,190.5,195.58,240,31,38,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,1,0,0,0,2,2,2,0,6,180.34,182.88,170,0,3,4,4,0,0,2,6,4,1,0,13,187.96,193.04,170,29,35,0,1,0,0,0,0,1,0
Blue,FALSE,3,2,0,5,7,3,0,0,8,4,2,0,14,172.72,177.8,170,2,0,1,3,0,0,0,2,0,0,0,2,177.8,177.8,170,32,30,0,0,1,0,0,0,0,1
Blue,FALSE,3,2,0,1,4,0,0,0,1,1,1,0,3,180.34,185.42,155,3,0,2,7,0,0,1,1,2,0,0,4,170.18,177.8,155,32,38,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,1,4,0,0,0,0,2,0,0,2,195.58,195.58,250,0,1,1,1,0,0,0,0,1,0,0,1,182.88,187.96,247,34,31,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,1,3,0,0,0,0,0,2,0,2,177.8,180.34,125,1,0,2,3,0,0,0,3,1,0,0,4,170.18,167.64,125,27,25,0,0,1,0,0,0,1,0
Blue,FALSE,3,4,0,2,4,0,0,1,0,0,1,0,2,170.18,177.8,135,1,0,0,1,0,0,0,0,0,0,0,0,165.1,177.8,135,30,27,0,1,0,0,0,0,0,1
Blue,FALSE,5,2,0,4,7,1,0,0,1,6,0,0,7,177.8,182.88,265,0,6,6,2,0,0,1,0,8,0,0,9,190.5,200.66,260,43,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,4,4,1,0,0,1,3,1,1,0,6,182.88,177.8,185,2,0,5,3,0,0,0,2,4,1,0,7,185.42,195.58,185,39,33,0,0,1,0,0,0,1,0
Red,FALSE,3,3,0,3,11,1,0,2,4,4,0,1,11,172.72,175.26,155,1,0,1,3,0,0,0,0,2,1,0,3,182.88,190.5,155,32,27,0,1,0,0,0,0,0,1
Red,FALSE,3,2,0,2,2,0,0,0,0,1,1,0,2,190.5,193.04,205,1,0,1,2,0,0,0,1,0,0,0,1,185.42,190.5,205,27,23,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,2,1,0,0,0,1,1,1,0,3,165.1,165.1,125,0,1,2,5,1,0,0,3,0,0,0,3,170.18,167.64,135,28,30,0,0,0,1,0,0,1,0
Red,FALSE,3,0,1,1,3,0,0,0,1,0,0,0,1,170.18,170.18,155,0,1,1,0,0,0,0,0,1,0,0,1,167.64,180.34,145,36,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,1,0,0,0,2,0,0,0,2,177.8,182.88,155,0,2,2,1,0,0,1,0,1,0,0,2,177.8,172.72,155,34,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,1,0,0,1,0,0,0,0,1,180.34,182.88,170,1,0,3,1,0,0,1,0,0,1,0,3,177.8,180.34,170,30,36,0,1,0,0,0,1,0,0
Blue,TRUE,5,0,10,10,3,1,0,1,4,6,2,0,13,180.34,175.26,155,0,1,7,1,9,0,0,6,2,0,0,8,170.18,177.8,145,25,30,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,3,1,1,0,1,2,0,0,0,3,160.02,162.56,115,0,1,1,2,1,0,0,3,0,0,0,3,162.56,160.02,115,31,28,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,4,10,1,0,0,4,6,3,0,13,182.88,187.96,185,3,0,3,10,6,0,0,0,11,2,1,14,182.88,187.96,185,38,40,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,1,2,0,0,0,0,1,0,0,1,180.34,198.12,185,0,1,1,0,0,0,0,0,1,0,0,1,185.42,182.88,185,29,26,0,0,0,1,0,1,0,0
Blue,FALSE,3,0,1,2,5,0,0,1,0,0,3,0,4,177.8,190.5,155,0,1,2,6,0,0,0,0,2,5,0,7,182.88,187.96,170,29,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,0,1,0,0,0,1,170.18,175.26,135,0,1,2,2,0,0,0,1,2,0,0,3,170.18,180.34,135,30,38,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,154.94,165.1,115,0,1,1,0,0,0,1,0,0,0,0,1,154.94,160.02,115,28,23,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,185.42,170,2,0,0,2,0,0,0,0,0,0,0,0,182.88,190.5,170,33,23,0,1,0,0,0,1,0,0
Red,FALSE,5,0,1,5,3,1,0,0,2,3,3,1,9,187.96,193.04,205,0,1,6,4,2,0,0,3,4,2,0,9,195.58,200.66,205,37,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,4,4,0,0,0,0,0,1,3,0,4,190.5,195.58,205,0,1,1,0,0,0,1,0,0,0,0,1,187.96,190.5,205,30,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,3,4,0,0,1,2,2,3,0,8,187.96,195.58,170,0,1,2,4,0,0,0,2,0,1,0,3,182.88,190.5,170,34,30,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,2,3,0,0,0,2,2,0,0,4,182.88,185.42,185,0,1,1,0,0,0,0,0,1,0,0,1,177.8,185.42,170,29,31,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,2,0,0,0,0,1,0,0,1,193.04,205.74,185,1,0,1,1,0,0,0,1,0,0,0,1,185.42,195.58,185,27,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,1,0,0,0,0,0,2,0,2,165.1,177.8,135,0,2,2,3,0,0,0,0,1,2,0,3,167.64,165.1,135,27,30,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,4,9,0,0,2,4,1,1,1,9,187.96,193.04,185,1,0,2,4,0,0,1,3,0,0,0,4,190.5,190.5,185,30,36,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,1,0,1,0,0,2,172.72,175.26,155,1,0,1,3,0,0,0,0,1,2,0,3,180.34,182.88,155,28,38,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,1,2,0,0,0,1,0,0,0,1,182.88,193.04,170,1,0,2,2,0,0,0,2,0,1,0,3,182.88,190.5,170,28,31,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,182.88,185.42,155,1,0,1,1,0,0,0,0,1,0,0,1,182.88,187.96,170,24,24,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,175.26,177.8,155,2,0,0,2,0,0,0,0,0,0,0,0,175.26,180.34,155,30,25,0,1,0,0,0,1,0,0
Red,TRUE,5,0,1,9,3,4,0,0,4,8,0,0,12,193.04,195.58,238,0,4,4,2,2,0,0,3,7,0,0,10,193.04,203.2,240,33,34,0,1,0,0,0,1,0,0
Red,TRUE,5,0,3,3,3,0,0,1,3,1,2,0,7,154.94,157.48,115,0,7,7,0,5,0,1,4,2,0,0,7,167.64,165.1,125,25,29,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,4,0,0,0,5,3,1,0,9,180.34,187.96,170,0,6,6,6,1,0,0,8,1,9,0,18,185.42,182.88,170,32,39,0,1,0,0,0,0,1,0
Red,FALSE,3,0,6,6,0,1,0,2,2,2,0,0,6,180.34,180.34,145,0,1,5,6,8,0,0,9,4,2,0,15,167.64,172.72,145,24,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,2,2,0,0,0,2,0,0,0,2,185.42,198.12,185,0,5,5,1,0,0,1,4,1,0,0,6,185.42,195.58,185,35,27,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,3,3,1,0,0,1,1,0,1,0,3,177.8,180.34,145,0,2,4,2,0,0,0,1,1,4,0,6,180.34,182.88,145,24,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,1,0,2,0,0,3,180.34,180.34,155,0,1,5,1,0,0,0,3,0,3,0,6,190.5,193.04,155,32,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,2,3,0,0,0,0,1,1,0,2,170.18,170.18,115,1,0,0,1,0,0,0,0,0,0,0,0,160.02,160.02,115,30,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,1,0,0,2,0,0,0,2,170.18,177.8,145,0,1,2,1,0,0,0,1,0,2,0,3,172.72,180.34,145,28,28,0,1,0,0,0,0,1,0
