"Bcurrentlosestreak","Bcurrentwinstreak","Blongestwinstreak","Blosses","Btotalroundsfought","Btotaltitlebouts","BwinbyDecisionMajority","BwinbyDecisionSplit","BwinbyDecisionUnanimous","BwinbyKOTKO","BwinbySubmission","BwinbyTKODoctorStoppage","Bwins","BHeightcms","BReachcms","BWeightlbs","Bage"
0,1,1,3,18,1,0,2,1,0,0,0,3,182.88,182.88,170,34
0,2,3,3,29,0,0,1,6,1,0,0,8,187.96,193.04,170,31
0,1,5,4,31,0,1,0,3,5,0,0,10,185.42,193.04,205,37
4,0,2,6,24,0,0,0,1,2,0,0,3,185.42,190.5,185,31
0,4,4,3,33,0,0,1,4,3,1,0,9,172.72,177.8,170,33
0,4,4,1,8,1,0,0,1,2,1,0,4,167.64,170.18,125,27
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,170,32
1,0,1,3,11,0,0,0,1,0,0,0,1,182.88,193.04,170,33
2,0,3,3,21,0,0,1,3,0,0,0,4,160.02,160.02,125,32
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,155,32
0,6,6,1,14,0,0,0,2,3,2,0,7,195.58,200.66,205,26
0,2,2,2,11,0,0,1,0,1,0,0,2,170.18,175.26,135,29
0,1,5,2,15,0,0,0,1,5,0,0,6,190.5,200.66,265,35
0,5,5,0,13,0,0,1,2,0,2,0,5,190.5,198.12,205,31
0,4,4,0,10,0,0,0,2,1,1,0,4,177.8,177.8,155,25
0,3,3,0,6,0,0,0,1,1,1,0,3,177.8,185.42,145,24
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,165.1,125,28
0,1,1,1,7,0,0,0,1,1,0,0,2,182.88,190.5,170,30
0,1,1,0,3,0,0,0,0,0,1,0,1,170.18,180.34,135,24
0,1,1,1,6,0,0,0,1,0,0,0,1,170.18,180.34,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,27
1,0,2,4,17,0,0,1,1,0,1,0,3,177.8,185.42,145,25
0,1,5,3,23,1,0,0,4,3,1,0,8,187.96,187.96,205,30
0,1,1,0,1,0,0,0,0,0,1,0,1,185.42,182.88,185,33
0,1,1,1,5,0,0,0,1,0,0,0,1,165.1,170.18,125,28
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,155,26
0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,195.58,185,30
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,165.1,125,28
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,145,28
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,135,27
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.42,155,32
0,3,3,1,8,0,0,1,0,2,0,0,3,177.8,182.88,170,26
0,3,3,1,9,1,0,0,0,3,1,0,4,190.5,198.12,250,35
0,1,4,7,47,0,0,3,2,1,4,0,10,170.18,177.8,155,31
1,0,4,7,34,0,0,0,3,4,1,0,8,190.5,193.04,230,35
1,0,4,2,17,0,0,0,2,0,3,0,5,175.26,182.88,155,24
0,1,3,7,47,0,0,2,5,1,4,0,12,177.8,180.34,155,29
0,1,1,1,6,0,0,0,1,0,0,0,1,170.18,167.64,135,26
0,1,1,0,2,0,0,0,0,1,0,0,1,190.5,195.58,170,28
1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,185.42,135,25
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,205,21
1,0,0,1,1,1,0,0,0,0,0,0,0,177.8,177.8,155,26
1,0,0,1,2,0,0,0,0,0,0,0,0,195.58,200.66,185,31
1,0,4,5,32,0,0,2,2,2,5,0,11,182.88,182.88,170,31
0,4,4,4,31,0,0,0,5,1,2,0,8,172.72,177.8,170,28
0,1,1,0,1,0,0,0,0,1,0,0,1,172.72,182.88,170,31
0,2,2,0,6,1,0,0,1,1,0,0,2,182.88,185.42,185,22
0,3,3,0,3,0,0,0,0,2,1,0,3,172.72,172.72,135,23
0,1,1,0,3,0,0,0,0,0,1,0,1,190.5,190.5,185,30
0,1,1,2,5,0,0,1,0,0,0,0,1,180.34,187.96,185,35
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,170,28
2,0,2,2,12,0,0,1,1,0,0,0,2,180.34,177.8,145,30
2,0,0,2,4,0,0,0,0,0,0,0,0,172.72,180.34,155,31
1,0,1,1,4,0,0,0,0,1,0,0,1,180.34,190.5,170,32
2,0,3,6,30,3,0,0,5,0,1,0,6,185.42,187.96,205,36
0,1,3,2,11,0,0,0,1,3,1,0,5,198.12,200.66,255,31
0,1,2,2,11,0,0,0,2,1,0,0,3,175.26,180.34,135,33
0,4,4,3,22,0,0,1,2,3,2,0,8,182.88,187.96,170,37
3,0,4,3,19,0,0,2,0,2,0,0,4,170.18,180.34,170,30
2,0,3,4,19,1,0,0,2,2,0,0,4,177.8,185.42,145,27
1,0,4,1,12,1,0,1,1,2,0,0,4,175.26,177.8,135,22
1,0,3,2,12,0,0,1,1,1,0,0,3,180.34,175.26,155,21
0,1,3,1,13,0,0,0,3,0,1,0,4,180.34,177.8,145,26
0,1,2,2,7,0,0,0,0,0,3,0,3,170.18,175.26,145,28
0,1,2,5,26,0,0,0,1,1,6,0,8,185.42,187.96,145,29
0,1,1,0,3,0,1,0,0,0,0,0,1,190.5,203.2,205,30
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,155,26
0,3,3,0,7,0,0,0,0,1,2,0,3,170.18,182.88,145,26
0,2,5,2,23,0,0,0,4,0,3,0,7,187.96,200.66,205,28
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,205,29
0,1,1,1,5,0,0,0,0,1,0,0,1,185.42,185.42,185,31
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,168.776701335992,125,31
1,0,3,4,11,0,0,0,0,1,2,0,3,190.5,190.5,205,40
1,0,0,1,1,0,0,0,0,0,0,0,0,165.1,157.48,135,23
0,1,1,0,3,0,0,0,1,0,0,0,1,190.5,203.2,170,26
1,0,0,1,1,0,0,0,0,0,0,0,0,165.1,167.64,125,32
1,0,0,1,3,0,0,0,0,0,0,0,0,167.64,172.72,145,32
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,205,33
1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,180.34,170,31
0,2,2,0,4,0,0,0,0,1,1,0,2,167.64,167.64,125,29
0,2,6,2,22,0,0,1,2,4,0,1,8,175.26,180.34,170,28
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,34
0,0,0,0,0,0,0,0,0,0,0,0,0,154.94,157.48,115,21
0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,187.96,170,28
1,0,2,1,7,0,0,0,1,1,0,0,2,187.96,190.5,170,29
2,0,5,8,32,0,0,2,2,6,0,1,11,175.26,172.72,155,30
1,0,2,1,8,0,0,0,1,1,0,0,2,172.72,182.88,155,28
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,32
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,135,29
1,0,1,1,4,0,0,0,1,0,0,0,1,172.72,177.8,155,31
0,5,5,0,10,0,0,0,2,1,2,0,5,187.96,198.12,185,29
1,0,2,4,12,0,0,0,0,0,4,0,4,177.8,187.96,155,23
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,200.66,185,31
1,0,4,4,27,0,0,1,3,3,0,0,7,182.88,187.96,185,32
0,2,4,5,33,0,0,0,5,3,2,0,10,167.64,177.8,145,34
1,0,2,1,8,0,0,0,1,1,0,0,2,185.42,193.04,170,27
3,0,1,3,7,0,0,0,0,1,0,0,1,193.04,193.04,242,28
0,1,1,4,16,0,0,0,2,0,0,0,2,172.72,180.34,155,31
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,182.88,170,31
0,1,1,2,9,0,0,0,1,0,0,0,1,182.88,193.04,170,33
1,0,4,3,27,3,0,2,3,1,0,0,6,180.34,187.96,185,42
1,0,3,1,8,0,0,0,1,2,0,0,3,193.04,203.2,240,30
2,0,3,5,20,0,0,0,1,2,1,0,4,182.88,193.04,205,34
0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,160.02,135,35
0,1,1,1,7,0,0,0,0,2,0,0,2,182.88,190.5,260,28
0,1,1,0,1,0,0,0,0,1,0,0,1,175.26,187.96,170,31
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,185.42,170,27
0,1,1,2,6,0,0,0,0,0,1,0,1,177.8,187.96,170,29
1,0,2,2,10,0,0,1,0,1,0,0,2,170.18,175.26,135,28
2,0,2,2,11,0,0,0,1,0,1,0,2,175.26,175.26,155,30
2,0,1,3,8,0,0,0,0,0,1,0,1,175.26,187.96,135,25
0,2,2,2,11,0,0,0,1,3,0,0,4,193.04,195.58,231,35
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,155,33
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,205,33
1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,155,31
0,1,1,2,8,0,0,0,1,0,1,0,2,167.64,167.64,125,30
1,0,1,2,9,0,0,0,1,0,0,0,1,172.72,185.42,135,25
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,155,27
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,170.18,155,32
1,0,1,3,11,0,0,0,0,1,1,0,2,182.88,190.5,185,27
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,193.04,205,24
0,2,2,1,5,0,0,0,0,2,0,0,2,193.04,203.2,264,33
0,4,4,1,10,0,0,0,1,3,0,0,4,177.8,182.88,265,39
0,4,4,1,12,0,0,0,2,3,0,0,5,187.96,190.5,185,31
0,4,4,3,26,0,0,1,3,2,1,0,7,177.8,182.88,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,30
0,1,6,4,30,0,0,2,3,2,1,0,8,175.26,180.34,170,28
0,3,3,1,9,0,0,1,1,1,0,0,3,180.34,175.26,155,21
0,1,1,0,3,1,0,0,1,0,0,0,1,182.88,185.42,185,22
0,1,1,0,2,0,0,0,0,1,0,0,1,172.72,177.8,155,29
0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,185.42,170,23
0,1,1,5,20,0,0,1,1,1,0,0,3,185.42,182.88,135,31
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,31
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,185,28
0,4,4,2,22,0,0,2,2,0,1,1,6,187.96,193.04,185,26
0,1,4,3,25,0,0,3,1,1,1,1,7,177.8,177.8,155,31
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,27
0,2,4,4,29,0,0,1,4,1,1,0,7,172.72,172.72,155,28
0,1,1,0,3,0,0,0,0,0,1,0,1,177.8,180.34,155,31
1,0,1,1,5,0,0,0,0,1,0,0,1,180.34,182.88,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,170,31
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,167.64,125,32
1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,177.8,205,34
1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,167.64,125,23
1,0,3,2,18,0,0,1,3,0,0,0,4,160.02,160.02,125,31
1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,177.8,145,28
1,0,3,5,29,2,0,0,5,0,1,0,6,185.42,187.96,205,36
1,0,4,5,28,0,0,1,0,4,3,1,9,187.96,185.42,185,29
0,1,3,6,36,0,1,0,3,6,0,1,11,193.04,208.28,240,37
0,1,1,2,6,1,0,0,0,0,1,0,1,190.5,200.66,205,28
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,190.5,155,25
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,203.2,205,30
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,157.48,135,23
0,2,2,0,5,0,0,0,0,2,0,0,2,177.8,180.34,135,30
1,0,1,3,7,0,0,0,0,0,2,0,2,182.88,182.88,155,25
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,177.8,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.42,145,31
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,235,34
1,0,2,1,5,0,1,0,0,1,0,0,2,177.8,180.34,155,34
0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,185.42,170,23
0,5,5,1,15,0,0,0,4,2,0,0,6,177.8,180.34,145,28
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,26
0,2,2,0,4,0,0,0,1,0,1,0,2,177.8,185.42,145,24
0,2,2,0,5,0,0,0,1,0,1,0,2,167.64,162.56,125,33
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,170,28
0,2,2,0,4,0,0,1,0,1,0,0,2,167.64,170.18,135,30
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,155,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,35
0,1,2,2,10,0,0,0,1,1,1,0,3,165.1,167.64,135,30
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,185,21
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,145,30
0,2,4,5,23,1,0,0,0,5,4,0,9,187.96,193.04,242,33
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,190.5,185,31
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,195.58,185,31
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,185,23
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,26
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,205,26
2,0,1,2,7,0,0,0,0,1,0,0,1,175.26,177.8,145,29
1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,145,29
2,0,2,2,6,0,0,0,0,0,2,0,2,170.18,175.26,145,27
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,205,29
0,1,3,3,24,1,0,0,4,1,0,1,6,172.72,175.26,155,28
1,0,1,2,7,0,0,0,1,0,1,0,2,195.58,208.28,250,26
1,0,3,1,11,0,1,0,1,1,0,0,3,167.64,177.8,135,29
0,1,2,2,10,0,0,0,1,1,1,0,3,185.42,185.42,145,29
0,1,1,1,7,0,0,0,1,1,0,0,2,172.72,180.34,145,27
1,0,3,3,16,1,0,0,2,2,0,0,4,177.8,185.42,145,26
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,26
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,155,24
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,29
1,0,2,4,17,0,0,0,2,1,1,0,4,182.88,187.96,205,29
1,0,0,1,2,0,0,0,0,0,0,0,0,180.34,180.34,170,28
1,0,3,5,32,1,0,0,1,4,2,0,7,185.42,193.04,185,29
0,5,5,1,21,0,1,2,1,5,0,0,9,175.26,175.26,185,29
0,1,4,4,32,1,0,0,4,4,2,0,10,182.88,187.96,185,33
0,3,3,2,19,0,0,1,2,0,1,1,5,187.96,193.04,185,26
1,0,0,1,3,1,0,0,0,0,0,0,0,187.96,198.12,155,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,33
0,4,4,1,14,0,0,0,4,1,0,0,5,177.8,180.34,145,28
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,23
0,2,2,0,5,0,0,0,1,1,0,0,2,172.72,182.88,155,27
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,155,28
1,0,1,1,4,0,0,0,0,1,0,0,1,165.1,160.02,135,29
1,0,1,2,7,0,0,0,0,0,1,0,1,170.18,175.26,135,29
1,0,3,4,22,0,0,0,2,3,1,0,6,185.42,187.96,205,32
0,3,3,1,7,0,0,0,1,2,0,0,3,177.8,182.88,265,38
1,0,6,5,46,2,0,1,6,5,0,0,12,177.8,182.88,170,31
0,1,1,1,4,0,0,0,0,1,0,0,1,175.26,180.34,185,35
0,1,1,1,7,0,0,0,1,0,1,0,2,167.64,170.18,135,28
0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,185.42,170,28
0,2,2,1,13,0,0,1,2,1,0,0,4,185.42,187.96,185,25
0,2,2,0,5,0,0,0,0,0,2,0,2,172.72,172.72,135,28
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,25
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,170,28
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,29
0,4,4,2,24,3,0,2,3,1,0,0,6,180.34,187.96,185,42
0,1,3,2,12,0,0,0,1,1,2,0,4,167.64,162.56,145,30
2,0,2,8,30,0,0,0,2,0,3,1,6,180.34,182.88,170,29
2,0,3,3,14,0,0,0,2,2,0,0,4,180.34,187.96,170,30
1,0,2,1,3,0,0,0,0,2,0,0,2,193.04,208.28,240,35
0,1,1,1,6,0,0,1,0,0,0,0,1,172.72,182.88,155,28
0,1,1,4,10,0,0,1,1,0,0,0,2,172.72,177.8,145,31
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,155,29
1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,27
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,203.2,170,25
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,21
0,4,4,0,8,0,0,1,1,2,0,0,4,175.26,177.8,135,22
0,1,4,1,14,0,0,0,2,0,3,0,5,175.26,182.88,155,24
0,2,2,2,12,0,1,0,1,1,1,0,4,198.12,205.74,205,39
4,0,1,4,11,0,0,0,0,1,0,0,1,185.42,187.96,170,32
0,1,1,0,1,0,0,0,0,1,0,0,1,185.42,185.42,205,31
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,180.34,155,25
1,0,3,2,15,0,0,1,2,1,0,0,4,175.26,180.34,155,33
3,0,0,3,7,0,0,0,0,0,0,0,0,180.34,187.96,145,24
1,0,1,1,4,0,0,0,0,1,0,0,1,180.34,180.34,205,31
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,167.64,135,25
1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,167.64,125,29
2,0,5,4,47,6,0,0,6,2,1,0,9,167.64,172.72,145,31
0,1,2,2,11,0,0,1,0,2,0,0,3,187.96,190.5,205,36
0,1,1,1,2,0,0,0,0,1,0,0,1,193.04,203.2,264,33
0,2,5,4,34,1,0,0,4,1,6,0,11,185.42,182.88,170,35
2,0,0,2,6,0,0,0,0,0,0,0,0,165.1,162.56,125,28
1,0,4,3,22,0,0,2,1,1,1,1,6,177.8,177.8,155,31
3,0,0,3,7,0,0,0,0,0,0,0,0,182.88,190.5,170,36
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,155,34
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,135,23
1,0,1,2,7,0,0,0,1,0,0,0,1,172.72,172.72,135,31
0,3,3,0,6,1,0,0,1,2,0,0,3,160.02,167.64,135,28
0,2,2,0,3,0,0,0,0,0,1,1,2,187.96,193.04,205,33
0,2,4,1,14,0,0,0,2,2,2,0,6,185.42,185.42,155,29
0,3,3,0,6,0,0,0,1,1,1,0,3,172.72,180.34,145,30
0,2,4,4,29,0,0,0,4,2,3,0,9,177.8,172.72,155,29
1,0,2,1,9,0,0,1,1,0,0,0,2,180.34,177.8,145,29
1,0,2,4,23,1,0,1,3,3,0,0,7,182.88,187.96,205,42
1,0,1,1,5,0,0,0,0,1,0,0,1,182.88,190.5,260,28
2,0,0,2,6,0,0,0,0,0,0,0,0,182.88,193.04,170,33
0,1,4,4,40,1,0,1,4,8,0,0,13,185.42,190.5,185,33
0,1,3,4,17,1,0,0,3,1,2,0,6,187.96,193.04,185,29
0,1,1,2,9,0,0,0,1,1,0,0,2,193.04,198.12,265,31
0,2,2,0,6,0,0,0,1,0,1,0,2,177.8,177.8,155,24
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,145,34
0,2,2,0,5,0,0,0,1,1,0,0,2,185.42,193.04,170,27
0,1,4,4,26,0,0,1,3,1,1,0,6,172.72,172.72,155,28
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,145,24
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,198.12,185,30
1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,155,26
0,1,7,1,13,2,0,0,1,7,0,0,8,185.42,195.58,240,30
0,1,3,4,22,0,0,0,0,2,7,0,9,177.8,180.34,155,28
0,4,4,1,13,0,0,1,2,1,0,0,4,180.34,185.42,185,33
0,4,4,4,25,0,0,1,0,4,3,1,9,187.96,185.42,185,28
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,185,28
0,1,1,2,8,0,0,0,0,1,0,0,1,170.18,175.26,135,28
1,0,0,1,2,0,0,0,0,0,0,0,0,172.72,175.26,135,29
1,0,2,2,8,0,0,0,0,1,1,0,2,172.72,182.88,155,28
0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,185.42,145,24
1,0,1,1,4,0,0,0,0,1,0,0,1,190.5,200.66,260,27
0,2,2,1,6,0,0,0,1,1,0,0,2,180.34,175.26,155,21
0,1,1,0,1,0,0,0,0,1,0,0,1,167.64,167.64,125,28
1,0,5,1,13,0,0,0,1,4,0,0,5,190.5,200.66,265,34
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,155,26
1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,200.66,250,29
1,0,1,2,9,1,0,0,1,1,0,0,2,182.88,185.42,145,27
0,2,2,1,7,0,0,1,0,0,1,0,2,185.42,185.42,170,28
0,1,1,0,3,0,0,0,0,1,0,0,1,175.26,177.8,125,33
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,185.42,155,26
1,0,2,3,16,0,0,1,1,0,1,0,3,182.88,182.88,185,31
0,1,1,0,3,0,0,1,0,0,0,0,1,167.64,170.18,135,30
1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,185.42,155,28
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,167.64,135,25
1,0,3,3,21,1,0,0,4,0,0,1,5,172.72,175.26,155,28
1,0,3,3,18,0,0,0,2,0,5,0,7,172.72,180.34,170,32
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,145,31
0,4,4,1,11,0,0,1,0,1,2,0,4,190.5,187.96,170,31
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,170,27
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,205,31
0,3,5,5,36,1,0,1,1,1,8,0,11,182.88,193.04,170,27
0,5,5,1,11,0,0,0,1,3,2,0,6,195.58,200.66,205,25
0,3,3,1,10,0,0,0,1,2,1,0,4,182.88,193.04,170,23
0,3,3,5,29,0,0,0,2,5,1,0,8,182.88,190.5,170,31
2,0,2,7,37,0,0,1,2,3,0,1,7,172.72,180.34,145,26
0,3,3,0,8,0,1,0,1,1,0,0,3,167.64,177.8,135,28
0,1,1,0,1,0,0,0,0,1,0,0,1,177.8,182.88,155,27
0,1,1,1,6,0,0,1,0,0,0,0,1,170.18,172.72,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,155,29
0,1,1,3,15,0,0,1,1,0,0,0,2,167.64,177.8,135,29
0,5,5,1,16,1,0,1,1,3,0,0,5,187.96,190.5,170,28
0,3,4,4,31,0,0,2,2,2,5,0,11,182.88,182.88,170,30
0,1,2,3,14,0,0,0,2,1,1,0,4,182.88,187.96,205,29
0,2,3,4,25,0,0,0,3,1,2,0,6,172.72,177.8,170,28
2,0,2,2,7,0,0,0,0,1,1,0,2,185.42,185.42,145,29
2,0,3,7,20,0,0,1,1,4,0,0,6,182.88,182.88,185,31
1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,205,34
2,0,2,2,10,0,0,0,1,1,0,0,2,172.72,172.72,155,27
0,1,1,0,1,0,0,0,0,0,1,0,1,170.18,180.34,155,32
1,0,2,1,8,0,0,0,1,0,1,0,2,175.26,175.26,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,22
0,3,3,1,11,0,0,0,3,1,0,0,4,177.8,180.34,145,28
0,1,1,1,5,0,0,0,1,0,0,0,1,175.26,175.26,185,40
1,0,2,4,19,0,0,0,2,1,1,0,4,180.34,185.42,170,31
0,1,2,5,23,1,0,0,2,1,2,0,5,172.72,177.8,155,32
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,28
1,0,1,1,6,0,0,0,1,0,0,0,1,170.18,172.72,135,34
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,167.64,135,25
1,0,0,1,2,0,0,0,0,0,0,0,0,160.02,170.18,135,22
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,185,30
0,3,3,6,36,1,0,0,4,2,2,0,8,193.04,198.12,205,35
2,0,1,2,5,0,0,0,0,1,0,0,1,193.04,193.04,242,28
2,0,1,2,9,0,0,0,0,1,0,0,1,185.42,190.5,205,32
0,1,1,1,3,0,0,0,0,1,1,0,2,182.88,187.96,170,28
1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.96,205,25
0,1,6,3,28,0,0,2,3,1,1,0,7,175.26,180.34,170,28
0,1,1,0,2,0,0,0,0,1,0,0,1,172.72,170.18,145,26
0,1,1,0,1,0,0,0,0,1,0,0,1,175.26,177.8,155,34
1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.16983325635,145,23
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,155,25
0,2,2,2,16,0,0,1,1,0,1,1,4,187.96,193.04,185,25
0,1,1,0,2,0,0,0,0,0,1,0,1,180.34,182.88,155,34
1,0,0,1,1,0,0,0,0,0,0,0,0,193.04,203.2,264,33
2,0,0,2,4,0,0,0,0,0,0,0,0,182.88,190.5,170,36
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,125,27
1,0,1,2,9,0,0,0,1,0,0,0,1,177.8,177.8,155,29
0,3,3,1,13,0,0,1,2,1,0,0,4,175.26,180.34,155,33
0,1,3,3,26,0,0,1,3,1,1,0,6,172.72,177.8,170,32
1,0,1,1,4,0,0,0,0,0,0,0,1,180.34,182.88,155,31
0,1,1,3,12,0,0,0,1,1,0,0,2,177.8,182.88,155,33
1,0,1,2,12,0,0,1,1,0,0,0,2,167.64,170.18,145,29
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,162.56,125,29
0,3,3,0,6,0,0,0,1,2,0,0,3,193.04,203.2,240,30
0,1,2,3,22,1,0,1,3,1,1,0,6,177.8,187.96,170,32
0,3,3,1,10,0,0,2,1,0,0,0,3,170.18,172.72,135,33
0,1,4,4,28,0,0,0,4,2,2,0,8,177.8,172.72,155,29
0,2,2,0,5,0,0,0,1,0,1,0,2,175.26,175.26,155,29
2,0,2,4,14,0,0,1,2,1,0,0,4,177.8,177.8,170,34
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,200.66,205,32
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,145,30
0,1,2,1,10,0,0,0,2,1,0,0,3,185.42,187.96,185,24
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,24
1,0,1,1,6,0,0,0,1,0,0,0,1,172.72,180.34,145,26
0,2,3,5,21,4,0,0,0,7,2,1,10,182.88,187.96,185,35
0,1,2,2,17,1,0,0,3,0,0,0,3,160.02,167.64,125,26
0,1,3,3,19,0,0,0,2,3,1,0,6,185.42,187.96,205,31
