"Winner","Bcurrentlosestreak","Bcurrentwinstreak","Blongestwinstreak","Blosses","Btotalroundsfought","Btotaltitlebouts","BwinbyDecisionMajority","BwinbyDecisionSplit","BwinbyDecisionUnanimous","BwinbyKOTKO","BwinbySubmission","BwinbyTKODoctorStoppage","Bwins","BHeightcms","BReachcms","BWeightlbs","Rcurrentlosestreak","Rcurrentwinstreak","Rlongestwinstreak","Rlosses","Rtotalroundsfought","Rtotaltitlebouts","RwinbyDecisionMajority","RwinbyDecisionSplit","RwinbyDecisionUnanimous","RwinbyKOTKO","RwinbySubmission","RwinbyTKODoctorStoppage","Rwins","RHeightcms","RReachcms","RWeightlbs","Bage","Rage","BStanceOpen.Stance","BStanceOrthodox","BStanceSideways","BStanceSouthpaw","BStanceSwitch","RStanceOpen.Stance","RStanceOrthodox","RStanceSideways","RStanceSouthpaw","RStanceSwitch"
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,185,1,0,1,3,11,0,0,0,1,0,2,0,3,177.8,185.42,185,26,30,0,0,0,1,0,0,1,0,0,0
"Blue",1,0,3,2,11,0,0,0,1,0,3,0,4,172.72,180.34,170,0,2,2,1,9,0,0,0,2,0,0,0,2,185.42,198.12,185,31,29,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,184.956097097066,205,1,0,1,3,10,0,0,0,0,0,1,0,1,182.88,193.04,205,34,32,0,1,0,0,0,0,1,0,0,0
"Red",0,3,3,5,23,0,0,1,2,4,0,0,7,185.42,185.42,185,0,2,4,3,29,1,0,1,3,6,0,0,10,185.42,190.5,185,38,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,3,4,20,0,0,0,1,3,2,0,6,167.64,177.8,145,0,7,7,0,15,0,0,0,2,1,4,0,7,177.8,180.34,155,32,33,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,9,42,1,0,0,3,1,5,0,9,180.34,172.72,170,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,36,30,0,1,0,0,0,0,0,0,1,0
"Blue",0,2,2,0,4,0,0,0,0,1,1,0,2,185.42,193.04,170,0,2,2,0,6,0,0,1,1,0,0,0,2,187.96,193.04,185,30,24,0,0,0,1,0,0,1,0,0,0
"Red",0,1,3,5,34,0,0,0,4,2,2,1,9,170.18,177.8,155,1,0,3,1,10,1,0,0,2,0,0,1,3,172.72,175.26,155,34,26,0,0,0,1,0,0,1,0,0,0
"Red",0,1,1,0,3,0,0,0,0,1,0,0,1,187.96,190.5,185,0,1,1,1,4,0,0,0,0,1,1,0,2,195.58,200.66,205,29,24,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,30,32,0,0,0,1,0,0,0,0,1,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,171.473267296171,135,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,155,41,32,0,1,0,0,0,0,1,0,0,0
"Red",1,0,1,2,5,0,1,0,0,0,0,0,1,187.96,193.04,258,1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.88,265,35,36,0,1,0,0,0,0,1,0,0,0
"Red",0,1,3,4,18,3,0,0,0,6,1,1,8,182.88,187.96,185,0,12,12,0,29,8,0,0,2,7,3,0,12,187.96,195.58,185,33,35,0,0,0,1,0,0,0,0,1,0
"Red",0,1,7,4,37,5,0,0,3,8,1,1,13,185.42,190.5,185,0,1,3,4,30,3,0,1,4,1,2,0,8,190.5,195.58,205,36,31,0,0,0,1,0,0,1,0,0,0
"Red",0,5,5,0,13,1,0,0,3,2,0,0,5,187.96,187.96,205,0,2,3,1,11,0,0,0,2,2,1,0,5,193.04,213.36,205,27,23,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,177.8,170,0,2,2,1,8,0,0,0,0,1,0,1,2,175.26,180.34,170,29,25,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,160.02,135,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,135,31,30,0,1,0,0,0,0,1,0,0,0
"Red",0,1,2,3,20,0,0,0,3,1,1,0,5,175.26,177.8,155,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,155,26,27,0,1,0,0,0,0,1,0,0,0
"Red",2,0,0,2,6,0,0,0,0,0,0,0,0,167.64,172.72,145,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,145,35,25,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,167.64,125,0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,167.64,135,24,33,0,1,0,0,0,0,0,0,1,0
"Red",2,0,0,2,3,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,2,0,1,5,22,0,0,1,1,1,0,0,3,182.88,182.88,155,33,31,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,0,2,0,0,0,0,0,1,0,1,182.88,193.04,205,0,2,2,1,9,0,0,1,1,0,0,0,2,193.04,193.04,205,32,28,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,187.96,170,0,2,2,1,12,0,0,0,2,0,1,0,3,172.72,177.8,170,26,30,0,1,0,0,0,0,1,0,0,0
"Red",1,0,4,1,13,0,0,2,0,1,1,0,4,177.8,177.8,155,0,3,3,4,21,0,0,2,1,4,0,1,8,175.26,172.72,155,29,27,0,0,0,1,0,0,1,0,0,0
"Red",3,0,1,3,8,0,0,0,0,0,1,0,1,193.04,193.04,260,0,3,3,0,7,0,0,0,1,2,0,0,3,190.5,200.66,265,27,32,0,1,0,0,0,0,0,0,0,1
"Red",1,0,1,2,8,0,0,1,0,0,0,0,1,185.42,182.88,135,0,2,2,0,5,0,0,0,1,0,1,0,2,172.72,172.72,145,29,28,0,1,0,0,0,0,1,0,0,0
"Red",1,0,2,1,8,0,0,0,1,1,0,0,2,185.42,190.5,185,1,0,1,2,7,0,0,0,0,2,0,0,2,180.34,187.96,235,29,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,4,3,19,0,0,0,2,2,2,0,6,177.8,172.72,155,0,2,2,2,14,0,0,0,1,1,4,0,6,185.42,187.96,145,27,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,6,4,26,0,0,1,2,3,1,0,7,175.26,185.42,155,0,1,1,0,1,0,0,0,0,0,1,0,1,182.88,182.88,155,34,23,0,0,0,1,0,0,0,0,0,1
"Red",1,0,1,2,5,0,0,0,1,0,0,0,1,182.88,187.96,170,1,0,2,2,7,1,0,0,0,1,1,0,2,185.42,190.5,170,36,28,0,1,0,0,0,0,1,0,0,0
"Red",2,0,0,2,4,0,0,0,0,0,0,0,0,167.64,177.8,145,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,35,26,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,1,0,1,1,5,0,0,0,1,0,0,0,1,177.8,182.88,155,22,29,0,0,0,1,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,160.02,125,1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,177.8,125,29,24,0,0,0,1,0,0,1,0,0,0
"Blue",0,1,2,2,13,0,0,0,2,0,1,0,3,185.42,187.96,205,0,3,5,5,35,0,0,1,2,6,2,0,11,180.34,187.96,185,30,30,0,1,0,0,0,0,0,0,1,0
"Blue",0,2,2,1,15,0,0,1,2,1,0,0,4,187.96,193.04,170,0,2,5,3,24,1,0,1,0,1,6,0,8,182.88,193.04,170,29,25,0,0,0,1,0,0,0,0,1,0
"Red",0,1,1,1,4,0,0,0,0,1,0,0,1,170.18,177.8,155,0,2,3,5,31,0,0,2,1,1,3,0,7,170.18,177.8,155,32,29,0,0,0,1,0,0,1,0,0,0
"Red",1,0,6,5,28,0,0,1,1,3,4,0,9,177.8,177.8,170,1,0,2,5,25,0,0,1,1,2,0,1,5,172.72,180.34,145,37,24,0,0,0,1,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,145,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,155,22,21,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,1,0,3,0,0,0,1,0,0,0,1,185.42,187.96,185,5,0,2,6,20,0,0,0,1,2,0,0,3,175.26,182.88,170,23,34,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,145,1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,177.8,145,28,35,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,6,0,0,0,1,0,0,0,1,180.34,185.42,170,0,2,2,1,5,0,0,1,0,0,1,0,2,177.8,187.96,170,24,30,0,1,0,0,0,0,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,155,0,2,2,2,10,0,0,1,1,0,0,0,2,175.26,180.34,155,40,30,0,0,0,1,0,0,0,0,1,0
"Red",0,3,5,4,35,0,0,0,5,5,3,0,13,177.8,185.42,170,0,7,7,2,43,9,0,1,6,5,2,0,14,180.34,193.04,185,33,29,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,200.66,205.74,265,0,1,3,2,10,0,1,0,0,1,2,0,4,210.82,213.36,265,34,22,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,0,4,0,0,0,0,0,2,0,2,177.8,187.96,155,0,5,5,1,21,0,0,0,4,1,2,0,7,172.72,180.34,155,21,27,0,1,0,0,0,0,0,0,1,0
"Blue",1,0,2,4,16,1,0,0,1,0,2,0,3,172.72,177.8,155,1,0,4,5,29,2,0,0,3,1,3,1,8,170.18,177.8,145,30,28,0,1,0,0,0,0,1,0,0,0
"Red",1,0,4,1,13,0,0,2,0,2,0,0,4,170.18,180.34,170,2,0,7,4,30,1,0,0,2,6,0,1,9,175.26,177.8,170,27,27,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,3,3,16,0,0,0,1,0,3,0,4,185.42,187.96,185,1,0,1,6,19,0,0,0,0,0,2,0,2,182.88,190.5,185,29,33,0,1,0,0,0,0,1,0,0,0
"Red",2,0,3,4,14,0,0,0,1,0,4,0,5,185.42,193.04,170,1,0,3,3,15,0,0,0,1,0,3,0,4,172.72,190.5,155,24,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,0,2,3,1,17,0,0,0,3,1,0,0,5,185.42,187.96,170,34,24,0,0,0,1,0,0,0,0,1,0
"Blue",1,0,3,4,19,0,0,0,2,0,3,0,5,182.88,187.96,170,0,1,1,2,13,0,0,1,1,1,0,0,3,177.8,182.88,155,34,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,155,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,155,25,24,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,145,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,145,24,25,0,0,0,1,0,0,0,0,1,0
"Red",0,1,1,2,7,0,0,0,0,0,1,0,1,182.88,193.04,205,0,1,3,6,30,1,0,0,2,2,2,0,6,193.04,198.12,205,31,33,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,5,2,20,1,0,0,2,0,5,0,7,185.42,182.88,170,0,1,3,4,21,1,0,2,1,2,2,0,7,198.12,200.66,185,33,28,0,0,0,1,0,0,1,0,0,0
"Blue",0,4,4,1,13,0,0,2,0,1,1,0,4,175.26,180.34,170,0,4,4,0,9,0,1,0,1,2,0,0,4,175.26,175.26,185,26,27,0,0,0,1,0,0,0,0,1,0
"Blue",1,0,1,2,7,0,0,0,0,0,1,0,1,177.8,175.26,145,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,177.8,135,31,27,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,145,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,145,27,27,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,125,23,24,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,145,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,145,27,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,1,6,0,0,0,1,0,0,0,1,185.42,198.12,185,0,2,2,0,5,0,0,0,1,1,0,0,2,177.8,182.88,170,29,33,0,1,0,0,0,0,1,0,0,0
"Red",1,0,8,1,23,3,0,0,5,2,1,0,8,185.42,187.96,185,1,0,3,2,20,3,0,0,2,3,0,0,5,185.42,185.42,205,32,32,0,0,0,1,0,0,1,0,0,0
"Blue",2,0,3,7,55,11,0,0,1,5,4,1,11,175.26,177.8,155,0,3,6,5,49,12,0,0,5,6,5,2,18,175.26,185.42,170,31,37,0,1,0,0,0,0,0,0,0,1
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,185,0,3,3,0,7,0,0,0,0,3,0,0,3,180.34,195.58,185,29,31,0,1,0,0,0,0,0,0,1,0
"Red",0,1,1,2,10,0,0,0,1,2,0,0,3,182.88,187.96,185,0,3,3,0,7,0,0,0,2,0,1,0,3,187.96,200.66,205,29,26,0,1,0,0,0,0,1,0,0,0
"Red",0,1,3,2,14,0,0,0,0,2,4,0,6,177.8,180.34,155,0,6,6,0,13,0,0,0,2,1,3,0,6,177.8,180.34,155,26,33,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,2,6,0,0,0,0,2,0,0,2,175.26,180.34,170,2,0,3,3,15,0,0,0,0,3,1,0,4,182.88,190.5,170,26,29,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,3,2,10,0,0,1,0,2,0,0,3,182.88,182.88,185,1,0,3,1,8,0,0,1,0,2,0,0,3,182.88,185.42,170,32,36,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,4,16,1,0,0,1,0,1,0,2,175.26,182.88,155,2,0,4,4,31,0,0,1,5,1,1,0,8,177.8,182.88,170,34,28,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,190.5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,145,24,31,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,155,1,0,2,3,18,0,0,0,3,0,1,0,4,175.26,177.8,155,23,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,1,12,0,0,0,3,0,0,0,3,172.72,172.72,155,2,0,4,4,28,0,0,1,4,1,1,0,7,167.64,172.72,145,26,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,4,2,31,0,0,1,4,3,0,1,9,187.96,190.5,170,0,1,4,3,26,1,0,0,3,4,2,0,9,182.88,187.96,185,29,31,0,0,0,1,0,0,1,0,0,0
"Red",1,0,2,2,10,1,0,0,1,1,0,0,2,180.34,185.42,155,0,1,3,4,19,0,0,0,1,3,1,0,5,167.64,177.8,145,29,31,0,1,0,0,0,0,1,0,0,0
"Red",2,0,0,2,6,0,0,0,0,0,0,0,0,182.88,190.5,170,1,0,2,2,11,1,0,0,2,0,1,0,3,177.8,187.96,170,23,30,0,0,0,1,0,0,1,0,0,0
"Red",2,0,1,2,8,0,0,0,0,1,0,0,1,190.5,205.74,205,1,0,3,2,12,0,0,0,0,1,2,1,4,185.42,195.58,205,26,33,0,0,0,1,0,1,0,0,0,0
"Red",2,0,2,2,10,0,0,0,0,1,1,0,2,187.96,193.04,170,2,0,2,2,6,0,0,0,1,1,0,0,2,177.8,177.8,170,25,32,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,205,1,0,2,3,20,1,0,1,3,1,0,0,5,182.88,187.96,205,31,39,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,2,9,0,0,0,1,0,2,0,3,177.8,185.42,185,0,1,1,0,2,0,0,0,0,1,0,0,1,185.42,193.04,170,29,30,0,1,0,0,0,0,0,0,1,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,185,3,0,0,3,7,0,0,0,0,0,0,0,0,182.88,193.04,205,25,30,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,170,1,0,0,1,2,1,0,0,0,0,0,0,0,182.88,193.04,170,29,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,6,6,0,10,0,0,0,1,5,0,0,6,185.42,195.58,240,0,4,4,1,10,3,0,0,1,2,1,0,4,190.5,205.74,265,28,33,0,1,0,0,0,0,1,0,0,0
"Red",0,2,4,2,17,0,0,1,2,1,4,0,8,182.88,182.88,170,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,170,28,31,0,1,0,0,0,0,1,0,0,0
"Red",1,0,2,2,12,0,0,0,1,1,1,0,3,180.34,185.42,170,2,0,6,4,37,2,0,1,4,5,0,0,10,177.8,182.88,170,29,28,0,1,0,0,0,0,0,0,1,0
"Blue",0,4,4,2,20,0,1,0,1,5,0,0,8,185.42,193.04,205,4,0,6,8,55,10,0,2,3,7,1,1,14,190.5,187.96,205,34,35,0,1,0,0,0,0,1,0,0,0
"Red",1,0,4,4,17,1,0,0,0,5,2,0,7,187.96,193.04,242,0,2,2,1,3,1,0,0,0,2,0,0,2,193.04,198.12,245,31,27,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,4,7,0,0,0,0,0,2,0,2,185.42,193.04,185,0,1,1,0,2,1,0,0,0,0,1,0,1,180.34,190.5,170,33,25,0,1,0,0,0,0,1,0,0,0
"Blue",2,0,2,2,9,0,0,0,1,0,1,0,2,182.88,187.96,205,2,0,4,6,23,2,0,1,1,2,0,0,4,180.34,180.34,170,27,30,0,0,0,1,0,0,1,0,0,0
"Blue",0,1,1,1,4,0,0,1,0,0,0,0,1,177.8,187.96,170,0,1,1,1,4,0,0,0,1,0,0,0,1,182.88,187.96,170,30,36,0,0,0,1,0,0,1,0,0,0
"Red",1,0,1,4,19,0,0,1,1,1,0,0,3,182.88,182.88,155,1,0,2,5,25,0,0,1,3,0,0,0,4,175.26,177.8,155,30,26,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,185,0,1,1,0,3,0,0,0,1,0,0,0,1,187.96,193.04,185,25,23,0,0,0,1,0,0,1,0,0,0
"Red",2,0,0,2,4,0,0,0,0,0,0,0,0,187.96,195.58,225,0,3,3,0,9,0,0,1,2,0,0,0,3,182.88,182.88,240,34,30,0,1,0,0,0,0,1,0,0,0
"Red",1,0,1,1,6,0,0,1,0,0,0,0,1,177.8,185.42,170,0,1,4,3,26,1,0,1,2,6,0,0,9,185.42,190.5,185,35,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,1,9,0,0,1,0,1,0,0,2,187.96,190.5,170,1,0,4,1,15,1,0,2,1,1,0,0,4,182.88,187.96,170,26,28,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,2,9,0,0,0,0,0,2,0,2,182.88,187.96,170,0,4,4,0,10,0,0,0,3,1,0,0,4,185.42,190.5,170,35,23,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,0,2,0,0,0,0,0,1,0,1,180.34,190.5,170,0,1,1,1,7,1,0,0,1,0,1,0,2,185.42,190.5,170,30,32,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,1,1,2,0,0,0,0,1,0,0,1,195.58,200.66,205,0,1,1,0,1,0,0,0,0,1,0,0,1,198.12,205.74,205,23,37,0,1,0,0,0,0,0,0,1,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.652663057245,155,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,155,25,22,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,205,1,0,1,1,4,0,0,0,0,1,0,0,1,193.04,195.58,230,30,29,0,1,0,0,0,0,0,0,0,1
"Red",0,2,2,3,14,0,0,0,0,2,1,1,4,187.96,185.42,230,1,0,4,5,21,4,0,0,1,2,7,0,11,190.5,200.66,264,36,31,0,0,0,1,0,0,0,0,1,0
"Blue",0,4,4,0,10,1,0,0,2,2,0,0,4,187.96,187.96,205,0,2,2,0,4,0,0,1,0,1,0,0,2,187.96,190.5,205,27,34,0,1,0,0,0,0,0,0,1,0
"Blue",0,3,3,9,39,1,0,0,2,1,5,0,8,180.34,172.72,170,0,1,2,6,32,3,1,1,2,2,1,0,7,167.64,172.72,170,36,36,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,0,10,0,0,2,0,1,1,0,4,177.8,177.8,155,1,0,3,4,35,4,0,0,5,0,1,1,7,167.64,170.18,155,28,37,0,0,0,1,0,0,1,0,0,0
"Red",0,2,2,4,22,0,0,1,1,2,0,1,5,172.72,180.34,145,0,2,2,4,18,0,0,1,1,4,0,1,7,175.26,172.72,155,24,27,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,5,18,0,0,0,0,0,2,0,2,182.88,190.5,185,0,2,2,2,10,1,0,0,2,1,1,0,4,187.96,193.04,185,32,27,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,0,5,0,0,0,1,1,0,0,2,185.42,190.5,185,0,2,2,0,4,0,0,0,0,2,0,0,2,190.5,200.66,265,28,32,0,1,0,0,0,0,0,0,0,1
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,155,1,0,2,4,22,0,0,0,3,0,1,0,4,170.18,172.72,145,24,25,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.16983325635,145,1,0,0,1,2,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,29,26,0,0,0,1,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,1,0,1,2,10,0,0,1,0,1,0,0,2,177.8,182.88,155,34,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,200.66,205.74,265,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,265,34,36,0,1,0,0,0,0,1,0,0,0
"Red",0,3,3,1,10,0,0,0,1,0,3,0,4,172.72,180.34,170,1,0,4,3,25,1,0,0,3,3,2,0,8,182.88,187.96,185,30,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,187.96,155,0,1,2,1,10,1,0,0,2,1,0,0,3,175.26,177.8,155,20,24,0,1,0,0,0,0,1,0,0,0
"Red",0,2,3,4,25,0,0,0,4,1,2,0,7,177.8,180.34,155,0,4,4,1,18,0,0,0,3,1,2,0,6,172.72,180.34,155,26,27,0,0,0,1,0,0,0,0,1,0
"Red",0,3,3,0,8,1,0,0,2,0,0,1,3,172.72,175.26,155,0,1,2,2,12,0,0,0,1,1,3,0,5,185.42,187.96,145,25,26,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,6,0,0,0,1,0,0,0,1,175.26,175.26,155,2,0,6,4,23,0,0,1,1,3,1,0,6,175.26,185.42,155,31,33,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,1,1,6,0,0,1,0,0,0,0,1,193.04,193.04,205,0,1,1,1,4,0,0,0,1,0,0,0,1,190.5,190.5,185,28,28,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,198.12,185,1,0,3,2,7,0,0,0,0,2,1,0,3,185.42,193.04,205,28,28,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,185,0,1,1,0,2,0,0,0,0,1,0,0,1,177.8,182.88,170,27,33,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,190.5,170,30,22,0,1,0,0,0,0,1,0,0,0
"Red",2,0,1,4,16,0,0,0,2,0,0,0,2,175.26,180.34,170,1,0,1,2,5,0,0,0,0,1,0,0,1,175.26,180.34,170,34,26,0,1,0,0,0,0,1,0,0,0
"Red",1,0,3,6,50,10,0,0,1,5,4,1,11,175.26,177.8,155,0,4,4,1,23,1,0,0,5,1,1,0,7,167.64,172.72,145,31,28,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,220,0,2,7,7,60,16,1,0,4,6,3,1,15,185.42,190.5,205,42,47,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,3,0,0,0,0,1,0,0,1,190.5,187.96,185,1,0,5,2,17,1,0,0,1,0,5,0,6,185.42,182.88,170,31,32,0,1,0,0,0,0,0,0,1,0
"Blue",0,7,7,1,21,0,0,2,4,1,0,0,7,175.26,177.8,155,0,2,6,3,31,3,0,0,1,2,7,1,11,177.8,187.96,145,31,34,0,1,0,0,0,0,0,0,1,0
"Red",0,1,6,4,25,0,0,1,1,3,4,0,9,177.8,177.8,170,0,1,5,3,21,1,0,1,0,1,5,0,7,182.88,193.04,170,37,25,0,0,0,1,0,0,0,0,1,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,1,0,3,2,13,0,0,0,0,2,3,0,5,177.8,180.34,155,32,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,1,9,0,0,0,2,0,0,0,2,172.72,172.72,155,0,2,2,1,7,1,0,0,1,1,0,0,2,180.34,185.42,155,26,28,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,4,0,0,0,0,1,0,0,1,185.42,187.96,185,3,0,3,3,14,0,0,0,1,0,2,0,3,185.42,187.96,185,25,29,0,0,0,1,0,0,1,0,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,1,0,2,1,7,0,0,0,0,1,1,0,2,187.96,193.04,170,24,25,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,0,1,1,1,9,0,0,0,2,0,0,0,2,172.72,177.8,170,22,29,0,0,0,1,0,0,1,0,0,0
"Red",0,3,3,3,17,0,0,0,4,0,0,0,4,185.42,187.96,205,0,11,11,0,24,7,0,0,2,7,2,0,11,187.96,195.58,185,33,35,0,0,0,1,0,0,0,0,1,0
"Red",1,0,7,3,27,1,0,0,2,6,0,1,9,175.26,177.8,170,0,4,8,1,37,1,0,1,7,1,3,0,12,182.88,193.04,170,26,32,0,1,0,0,0,0,1,0,0,0
"Red",0,3,3,2,14,0,0,0,2,0,1,0,3,172.72,177.8,170,0,1,3,5,28,0,0,2,1,1,2,0,6,170.18,177.8,155,25,28,0,0,0,1,0,0,1,0,0,0
"Red",0,3,3,3,18,0,0,0,2,0,3,0,5,182.88,187.96,170,0,2,6,5,48,12,0,0,5,6,4,2,17,175.26,185.42,170,33,36,0,1,0,0,0,0,0,0,0,1
