"Fighter_ID","Fighter","Date","current_lose_streak","current_win_streak","longest_win_streak","losses","total_rounds_fought","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO_TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Height_cms","Reach_cms","Weight_lbs","age","Stance_Open_Stance","Stance_Orthodox","Stance_Southpaw","Stance_Switch"
624,"Ikuhisa Minowa","2000-04-14",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,181,24,0,1,0,0
625,"Ildemar Alcantara","2015-07-15",0,1,2,2,17,0,0,2,1,0,1,0,4,187.96,198.12,185,32,0,1,0,0
626,"Iliarde Santos","2013-10-09",2,0,0,2,4,0,0,0,0,0,0,0,0,165.1,167.64,125,33,0,1,0,0
627,"Ilir Latifi","2018-12-29",0,2,3,3,17,0,0,0,2,3,2,0,7,177.8,185.42,205,35,0,1,0,0
628,"Ion Cutelaba","2019-04-27",0,2,2,2,11,0,0,0,1,2,0,0,3,185.42,190.5,205,25,0,0,1,0
629,"Irene Aldana","2019-05-11",0,2,2,2,12,0,0,1,1,0,0,0,2,175.26,172.72,135,31,0,1,0,0
630,"Isaac Vallie-Flagg","2014-11-22",2,0,1,2,9,0,0,1,0,0,0,0,1,172.72,172.72,155,36,0,1,0,0
631,"Islam Makhachev","2019-04-20",0,4,4,1,11,0,0,0,2,1,2,0,5,177.8,177.8,155,27,0,1,0,0
632,"Ismail Naurdiev","2019-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,187.96,170,22,0,1,0,0
633,"Israel Adesanya","2019-04-13",0,5,5,0,14,0,0,1,2,2,0,0,5,193.04,203.2,185,29,0,0,0,1
634,"Issei Tamura","2013-03-16",1,0,1,1,4,0,0,0,0,1,0,0,1,165.1,160.02,135,29,0,1,0,0
635,"Iuri Alcantara","2018-08-25",0,1,3,7,38,0,0,1,4,3,2,0,10,175.26,180.34,135,38,0,0,1,0
636,"Ivan Jorge","2015-07-18",0,1,1,1,9,0,0,0,2,0,0,0,2,175.26,185.42,155,34,0,1,0,0
637,"Ivan Menjivar","2014-03-01",2,0,3,4,16,0,0,0,1,1,2,0,4,167.64,162.56,145,31,0,1,0,0
638,"Ivan Salaverry","2008-05-24",2,0,2,3,12,0,0,0,0,1,2,0,3,182.88,187.652663057245,185,37,0,1,0,0
639,"Izabela Badurek","2015-04-11",0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,168.776701335992,115,23,0,1,0,0
640,"JC Cottrell","2017-01-28",1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,180.34,155,27,0,1,0,0
641,"JJ Aldrich","2019-03-23",0,3,3,1,12,0,0,0,3,0,0,0,3,165.1,170.18,125,26,0,0,1,0
642,"Jacare Souza","2019-04-27",0,1,5,3,23,0,0,0,1,4,4,0,9,185.42,182.88,185,39,0,1,0,0
643,"Jack Hermansson","2019-04-27",0,3,3,2,13,0,0,0,1,3,2,0,6,185.42,195.58,185,30,0,1,0,0
644,"Jack Marshman","2019-03-16",2,0,1,3,11,0,0,0,1,1,0,0,2,182.88,185.42,185,29,0,1,0,0
645,"Jack May","2014-08-16",1,0,0,1,1,0,0,0,0,0,0,0,0,203.2,200.66,255,33,0,0,0,1
646,"Jacob Volkmann","2013-02-02",0,1,5,3,21,0,0,2,3,0,1,0,6,175.26,180.34,155,32,0,0,1,0
647,"Jairzinho Rozenstruik","2019-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.12,242,30,0,1,0,0
648,"Jake Collier","2017-11-11",1,0,1,3,11,0,0,1,0,1,0,0,2,190.5,198.12,205,29,0,1,0,0
649,"Jake Ellenberger","2018-08-25",3,0,6,10,40,0,0,1,2,5,1,1,10,175.26,180.34,170,33,0,1,0,0
650,"Jake Hecht","2012-06-08",1,0,1,1,3,0,0,0,0,1,0,0,1,182.88,193.04,170,28,0,1,0,0
651,"Jake Lindsey","2015-03-14",2,0,0,2,5,0,0,0,0,0,0,0,0,180.34,180.34,155,28,0,0,0,1
652,"Jake Matthews","2018-12-01",0,3,3,3,22,0,0,1,1,0,4,1,7,180.34,185.42,170,24,0,1,0,0
653,"Jake O'Brien","2009-07-11",0,1,3,2,14,0,0,1,2,1,0,0,4,190.5,193.04,205,24,0,1,0,0
654,"Jake Rosholt","2009-11-21",0,1,1,1,4,0,0,0,0,0,1,0,1,185.42,190.349229017425,185,27,0,1,0,0
655,"Jake Shields","2014-03-15",0,2,2,3,23,1,0,3,1,0,0,0,4,182.88,182.88,170,35,0,1,0,0
656,"Jalin Turner","2019-04-13",0,1,1,1,2,0,0,0,0,1,0,0,1,190.5,195.58,155,23,0,0,1,0
657,"James Bochnovic","2018-05-12",1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,205.74,205,29,0,1,0,0
658,"James Giboo","2008-07-19",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,170,30,0,1,0,0
659,"James Hammortree","2010-06-19",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.742360937783,185,26,0,1,0,0
660,"James Head","2013-08-28",1,0,2,2,8,0,0,1,0,0,1,0,2,185.42,185.42,170,29,0,1,0,0
661,"James Irvin","2010-08-01",2,0,2,5,11,0,0,0,0,3,0,0,4,187.96,190.5,205,31,0,1,0,0
662,"James Krause","2018-08-25",0,4,4,3,21,0,0,0,3,1,2,0,6,187.96,185.42,170,32,0,1,0,0
663,"James Lee","2008-01-19",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,205,34,0,0,1,0
664,"James McSweeney","2010-10-16",1,0,1,1,4,0,0,0,0,1,0,0,1,193.04,195.58,230,29,0,0,0,1
665,"James Moontasri","2016-12-17",1,0,1,3,10,0,0,0,0,1,1,0,2,177.8,180.34,170,28,0,0,0,1
666,"James Mulheron","2017-07-16",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,243,29,0,1,0,0
667,"James Te Huna","2016-03-19",3,0,4,4,15,0,0,0,2,3,0,0,5,187.96,190.5,185,34,0,1,0,0
668,"James Toney","2010-08-28",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,220,42,0,1,0,0
669,"James Vick","2019-02-17",1,0,5,2,22,0,0,0,4,2,3,0,9,190.5,193.04,155,31,0,1,0,0
670,"James Wilks","2010-10-16",0,1,1,1,7,1,0,0,1,0,1,0,2,185.42,190.5,170,32,0,1,0,0
671,"James Zikic","2002-07-13",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,25,0,1,0,0
672,"Jamie Moyle","2017-06-03",0,1,1,0,3,0,0,0,1,0,0,0,1,154.94,165.1,115,28,0,1,0,0
673,"Jamie Varner","2014-12-13",3,0,2,5,17,0,0,1,0,1,1,0,3,172.72,182.88,155,30,0,1,0,0
674,"Jamie Yager","2010-06-19",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,26,0,1,0,0
675,"Jan Blachowicz","2019-02-23",0,4,4,4,26,0,0,0,3,1,2,0,6,187.96,198.12,205,35,0,1,0,0
676,"Jared Cannonier","2019-05-11",0,1,2,4,17,0,0,0,1,3,0,0,4,180.34,195.58,185,35,0,0,0,1
677,"Jared Gordon","2018-02-18",0,2,2,0,5,0,0,0,1,1,0,0,2,175.26,172.72,155,29,0,1,0,0
678,"Jared Hamman","2013-08-31",2,0,1,4,12,0,0,0,1,1,0,0,2,190.5,190.5,185,31,0,1,0,0
679,"Jared Papazian","2012-12-15",2,0,0,2,4,0,0,0,0,0,0,0,0,172.72,170.18,135,24,0,0,1,0
680,"Jared Rollins","2007-12-08",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,170,30,0,1,0,0
681,"Jared Rosholt","2016-02-06",0,3,3,1,19,0,0,0,5,1,0,0,6,187.96,190.5,265,29,0,1,0,0
682,"Jarjis Danho","2016-02-27",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,265,32,0,1,0,0
683,"Jarred Brooks","2018-09-08",2,0,1,2,8,0,0,1,0,0,0,0,1,160.02,157.48,125,25,0,0,0,1
684,"Jason Black","2007-10-20",1,0,0,1,2,0,0,0,0,0,0,0,0,172.72,176.866399216529,155,35,0,1,0,0
685,"Jason Brilz","2011-11-19",2,0,2,3,15,0,0,0,2,1,0,0,3,180.34,180.34,205,36,0,1,0,0
686,"Jason Day","2009-03-07",1,0,1,1,2,0,0,0,0,1,0,0,1,182.88,182.88,185,27,0,1,0,0
687,"Jason DeLucia","1999-11-19",1,0,2,1,3,0,0,0,0,0,2,0,2,180.34,184.956097097066,190,30,0,0,1,0
688,"Jason Dent","2009-11-21",0,1,1,2,7,0,0,0,0,0,1,0,1,177.8,180.34,155,29,0,1,0,0
689,"Jason Gonzalez","2019-04-27",1,0,1,2,4,0,0,0,0,0,1,0,1,187.96,187.96,155,29,0,0,1,0
690,"Jason High","2014-06-07",0,2,2,2,8,0,0,0,1,0,1,0,2,172.72,180.34,155,32,0,0,1,0
691,"Jason Knight","2018-11-03",3,0,4,4,21,0,0,1,1,1,1,0,4,177.8,180.34,145,26,0,1,0,0
692,"Jason Lambert","2008-09-06",2,0,3,3,11,0,0,0,0,3,1,0,4,190.5,190.5,185,33,0,1,0,0
693,"Jason MacDonald","2012-05-15",1,0,2,7,22,0,0,0,0,2,4,0,6,190.5,203.2,185,36,0,1,0,0
694,"Jason Miller","2012-05-26",2,0,0,2,6,0,0,0,0,0,0,0,0,185.42,182.88,185,31,0,1,0,0
695,"Jason Novelli","2016-08-06",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,155,37,0,1,0,0
696,"Jason Reinhardt","2011-08-14",2,0,0,2,2,0,0,0,0,0,0,0,0,167.64,171.473267296171,135,41,0,1,0,0
697,"Jason Saggo","2017-09-16",1,0,2,2,11,0,0,1,0,2,0,0,3,180.34,180.34,155,31,0,1,0,0
698,"Jason Tan","2008-05-24",1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.259531136887,170,26,0,1,0,0
699,"Jason Thacker","2005-04-09",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,185,29,0,1,0,0
700,"Jason Von Flue","2006-08-17",1,0,1,1,6,0,0,0,0,0,1,0,1,182.88,187.652663057245,170,31,0,1,0,0
701,"Jason Young","2012-09-29",0,1,1,2,9,0,0,0,1,0,0,0,1,175.26,185.42,145,26,0,1,0,0
702,"Javier Vazquez","2011-06-26",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.26,145,33,0,0,1,0
703,"Jay Cucciniello","2018-07-06",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,31,0,1,0,0
704,"Jay Hieron","2013-02-02",3,0,0,3,7,0,0,0,0,0,0,0,0,182.88,190.5,170,36,0,1,0,0
705,"Jeff Cox","2008-04-02",1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,39,0,1,0,0
706,"Jeff Curran","2012-05-15",2,0,0,2,6,0,0,0,0,0,0,0,0,167.64,175.26,135,34,0,1,0,0
707,"Jeff Hougland","2012-11-10",1,0,1,1,6,0,0,0,1,0,0,0,1,170.18,172.72,135,34,0,1,0,0
708,"Jeff Joslin","2006-12-13",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,31,0,1,0,0
709,"Jeff Monson","2006-11-18",0,3,3,2,13,0,0,1,1,1,1,0,4,175.26,187.96,247,35,0,1,0,0
710,"Jeff Newton","2005-11-19",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,38,0,0,0,0
711,"Jenel Lausa","2018-06-23",2,0,1,2,9,0,0,0,1,0,0,0,1,165.1,172.72,125,29,0,1,0,0
712,"Jennifer Maia","2019-03-23",1,0,0,1,3,0,0,0,0,0,0,0,0,162.56,162.56,125,30,0,1,0,0
713,"Jens Pulver","2007-06-23",1,0,6,2,24,3,1,0,3,2,0,0,6,170.18,177.8,145,32,0,0,1,0
714,"Jeremy Horn","2009-01-17",2,0,4,6,20,2,0,0,1,1,4,0,6,185.42,187.96,185,33,0,1,0,0
715,"Jeremy Jackson","2006-11-11",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.259531136887,170,24,0,1,0,0
716,"Jeremy Kennedy","2018-02-10",0,3,3,0,9,0,0,0,3,0,0,0,3,180.34,180.34,145,25,0,1,0,0
717,"Jeremy Kimball","2018-07-22",1,0,1,2,3,0,0,0,0,1,0,0,1,182.88,182.88,205,27,0,0,0,1
718,"Jeremy Larsen","2013-10-19",2,0,0,2,4,0,0,0,0,0,0,0,0,177.8,177.8,145,29,0,1,0,0
719,"Jeremy Stephens","2019-03-02",1,0,3,14,76,0,0,1,6,7,0,1,15,172.72,180.34,145,32,0,1,0,0
720,"Jerrod Sanders","2016-07-07",0,1,1,2,5,0,0,0,1,0,0,0,1,172.72,182.88,135,36,0,1,0,0
721,"Jerry Bohlander","1999-01-08",0,4,4,1,6,1,0,0,1,0,4,0,5,180.34,184.956097097066,199,24,0,1,0,0
722,"Jesse Bongfeldt","2011-06-11",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.652663057245,185,30,0,1,0,0
723,"Jesse Forbes","2010-05-29",2,0,0,2,4,0,0,0,0,0,0,0,0,187.96,190.5,185,25,0,0,1,0
724,"Jesse Lennox","2010-06-12",1,0,1,1,6,0,0,0,0,0,0,1,1,175.26,182.88,170,28,0,1,0,0
725,"Jesse Ronson","2014-07-06",2,0,0,2,6,0,0,0,0,0,0,0,0,177.8,182.88,155,28,0,0,1,0
726,"Jesse Taylor","2017-07-07",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,185.42,170,34,0,1,0,0
727,"Jessica Aguilar","2019-03-30",1,0,1,3,10,0,0,0,1,0,0,0,1,160.02,160.02,115,36,0,1,0,0
728,"Jessica Andrade","2019-05-11",0,3,3,4,33,1,0,1,5,2,2,0,10,154.94,157.48,115,27,0,1,0,0
729,"Jessica Eye","2019-06-08",0,3,3,6,29,0,0,2,1,0,0,1,4,167.64,167.64,125,32,0,1,0,0
730,"Jessica Rakoczy","2015-04-25",1,0,0,1,1,1,0,0,0,0,0,0,0,170.18,172.72,115,38,0,1,0,0
731,"Jessica-Rose Clark","2018-06-23",0,2,2,0,6,0,0,1,1,0,0,0,2,165.1,162.56,125,30,0,1,0,0
732,"Jessin Ayari","2018-10-27",1,0,1,1,6,0,0,1,0,0,0,0,1,182.88,185.42,155,26,0,1,0,0
733,"Ji Yeon Kim","2018-11-30",0,2,2,1,9,0,0,2,0,0,0,0,2,170.18,182.88,125,29,0,1,0,0
734,"Jianping Yang","2014-08-23",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,165.1,145,25,0,1,0,0
735,"Jim Alers","2016-07-23",2,0,1,2,7,0,0,1,0,0,0,0,1,175.26,180.34,145,29,0,1,0,0
736,"Jim Miller","2019-04-27",1,0,7,13,71,0,0,2,6,3,7,0,18,172.72,180.34,155,35,0,0,1,0
737,"Jimi Manuwa","2019-06-01",3,0,3,5,21,0,0,0,1,3,0,2,6,185.42,200.66,205,39,0,1,0,0
738,"Jimmie Rivera","2019-06-08",1,0,5,2,20,0,0,1,4,1,0,0,6,162.56,172.72,135,29,0,1,0,0
739,"Jimmy Crute","2019-02-09",0,1,1,0,3,0,0,0,0,0,1,0,1,187.96,187.96,205,22,0,1,0,0
740,"Jimmy Quinlan","2013-04-13",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,26,0,1,0,0
741,"Jimmy Wallhead","2017-06-03",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,185.42,170,33,0,1,0,0
742,"Jimy Hettes","2015-04-18",1,0,2,2,13,0,0,0,1,0,2,0,3,175.26,180.34,145,27,0,0,1,0
743,"Jin Soo Son","2018-09-15",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,135,25,0,1,0,0
744,"Joachim Christensen","2017-05-13",0,1,1,1,5,0,0,0,0,1,0,0,1,190.5,193.04,205,38,0,1,0,0
745,"Joanna Jedrzejczyk","2018-12-08",0,1,8,2,40,8,0,1,6,2,0,0,9,167.64,165.1,125,31,0,1,0,0
746,"Joanne Calderwood","2019-06-08",0,2,2,3,18,0,0,0,3,1,1,0,5,167.64,165.1,125,33,0,1,0,0
747,"Joao Pierini","2002-06-22",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,155,30,0,0,0,1
748,"Joao Roque","2000-06-09",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,171.473267296171,155,28,0,1,0,0
749,"Joao Zeferino","2013-09-04",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,27,0,1,0,0
750,"Joby Sanchez","2018-11-10",2,0,1,3,9,0,0,1,0,0,0,0,1,167.64,172.72,135,27,0,1,0,0
751,"Jocelyn Jones-Lybarger","2017-01-15",2,0,0,2,6,0,0,0,0,0,0,0,0,170.18,162.56,115,31,0,1,0,0
752,"Jodie Esquibel","2019-04-27",2,0,0,2,6,0,0,0,0,0,0,0,0,154.94,162.56,115,32,0,1,0,0
753,"Joe Brammer","2010-05-29",1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,176.866399216529,155,26,0,1,0,0
754,"Joe Doerksen","2010-12-11",1,0,1,6,19,0,0,0,0,0,2,0,2,182.88,190.5,185,33,0,1,0,0
755,"Joe Duffy","2019-03-16",1,0,2,2,11,0,0,0,1,1,2,0,4,177.8,185.42,155,31,0,1,0,0
756,"Joe Ellenberger","2014-12-13",0,1,1,0,3,0,0,1,0,0,0,0,1,175.26,182.88,155,29,0,1,0,0
757,"Joe Giannetti","2018-07-06",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,155,23,0,0,1,0
758,"Joe Gigliotti","2016-12-09",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,175.26,185,23,0,1,0,0
759,"Joe Jordan","2006-07-08",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,171.473267296171,155,27,0,1,0,0
760,"Joe Lauzon","2018-04-07",2,0,3,11,50,0,0,1,1,4,7,1,14,177.8,180.34,155,33,0,1,0,0
761,"Joe Merritt","2015-06-27",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,31,0,1,0,0
762,"Joe Proctor","2017-04-22",1,0,2,3,14,0,0,0,1,2,1,0,4,177.8,182.88,155,31,0,1,0,0
763,"Joe Riggs","2016-02-21",0,1,1,6,18,0,0,0,1,1,1,1,5,182.88,177.8,185,33,0,0,1,0
764,"Joe Slick","2000-04-14",0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,187.652663057245,199,22,0,1,0,0
765,"Joe Soto","2018-02-03",1,0,3,4,17,1,0,0,1,0,2,0,3,167.64,165.1,135,30,0,1,0,0
766,"Joe Stevenson","2011-06-26",3,0,4,7,33,2,0,0,3,1,3,1,8,170.18,177.8,145,29,0,1,0,0
767,"Joe Veres","2008-01-23",1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,30,0,1,0,0
768,"Joel Alvarez","2019-06-01",1,0,0,1,3,0,0,0,0,0,0,0,0,190.5,195.58,155,25,0,1,0,0
769,"Joey Beltran","2013-10-09",4,0,2,6,24,0,0,0,1,2,0,0,3,185.42,190.5,185,31,0,1,0,0
770,"Joey Gambino","2012-10-13",1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.16983325635,145,23,0,1,0,0
771,"Joey Gilbert","2001-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,24,0,1,0,0
772,"Joey Gomez","2016-01-17",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,26,0,1,0,0
773,"John Alessio","2012-07-07",4,0,0,4,11,1,0,0,0,0,0,0,0,177.8,182.88,155,33,0,1,0,0
774,"John Cholish","2013-05-18",1,0,1,1,5,0,0,0,0,1,0,0,1,180.34,182.88,155,29,0,1,0,0
775,"John Cofer","2012-12-15",1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,185.42,155,28,0,0,1,0
776,"John Dodson","2019-02-23",1,0,3,5,40,3,0,1,3,4,0,1,9,160.02,167.64,135,34,0,1,0,0
777,"John Gunderson","2010-09-15",0,1,1,1,6,0,0,0,1,0,0,0,1,175.26,175.26,155,31,0,1,0,0
778,"John Gunther","2018-11-10",0,1,1,0,3,0,1,0,0,0,0,0,1,175.26,182.88,155,32,0,1,0,0
779,"John Halverson","2008-03-01",1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,179.562965176708,155,35,0,0,1,0
780,"John Hathaway","2014-03-01",0,3,4,1,22,0,0,1,5,1,0,0,7,185.42,190.5,170,26,0,1,0,0
781,"John Howard","2015-12-10",0,1,4,6,35,0,0,4,1,2,0,0,7,170.18,180.34,170,32,0,1,0,0
782,"John Kolosci","2007-12-08",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,185,33,0,1,0,0
783,"John Lineker","2019-04-27",0,2,6,3,38,0,0,1,4,6,1,0,12,160.02,170.18,135,28,0,1,0,0
784,"John Lober","1998-10-16",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,199,30,0,1,0,0
785,"John Maguire","2013-06-15",2,0,2,2,11,0,0,0,1,0,1,0,2,175.26,175.26,155,30,0,0,1,0
786,"John Makdessi","2018-07-28",0,1,3,6,33,0,0,1,4,3,0,0,8,172.72,172.72,155,33,0,1,0,0
787,"John Marsh","2005-04-16",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,265,34,0,1,0,0
788,"John Moraga","2018-08-25",0,3,3,5,35,1,0,1,2,2,3,0,8,167.64,167.64,125,34,0,1,0,0
789,"John Phillips","2019-03-16",2,0,0,2,4,0,0,0,0,0,0,0,0,180.34,190.5,185,33,0,0,1,0
790,"John Polakowski","2008-12-13",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,27,0,1,0,0
791,"John Salter","2010-08-28",0,1,1,1,4,0,0,0,0,1,0,0,1,185.42,187.96,185,25,0,0,1,0
792,"John Teixeira","2012-06-23",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,145,25,0,1,0,0
793,"Johnny Bedford","2014-09-13",3,0,2,3,10,0,0,0,0,2,0,0,2,177.8,180.34,135,31,0,1,0,0
794,"Johnny Case","2017-06-25",1,0,4,1,14,0,0,0,2,1,1,0,4,177.8,182.88,155,27,0,1,0,0
795,"Johnny Eduardo","2018-06-01",1,0,2,3,12,0,0,0,1,2,0,0,3,170.18,180.34,135,39,0,1,0,0
796,"Johnny Rees","2008-12-10",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,26,0,1,0,0
797,"Johnny Walker","2019-03-02",0,2,2,0,2,0,0,0,0,2,0,0,2,195.58,208.28,205,26,0,1,0,0
798,"Johny Hendricks","2017-06-25",0,1,6,6,52,3,1,2,5,5,0,0,13,175.26,175.26,185,33,0,0,1,0
799,"Jon Delos Reyes","2015-10-24",0,1,1,2,4,0,0,0,0,0,1,0,1,167.64,170.18,125,28,0,1,0,0
800,"Jon Fitch","2013-02-02",0,1,8,3,47,1,0,1,9,1,3,0,14,182.88,193.04,170,34,0,1,0,0
801,"Jon Jones","2019-03-02",0,1,13,2,58,12,0,0,7,5,5,0,17,193.04,213.36,205,31,0,1,0,0
802,"Jon Koppenhaver","2008-05-24",0,1,1,0,3,0,0,0,0,1,0,0,1,180.34,184.956097097066,170,26,0,1,0,0
803,"Jon Madsen","2011-03-26",0,4,4,0,10,0,0,1,2,1,0,0,4,182.88,182.88,240,31,0,1,0,0
804,"Jon Manley","2013-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,170,26,0,1,0,0
805,"Jon Olav Einemo","2012-01-28",1,0,0,1,2,0,0,0,0,0,0,0,0,198.12,203.83205881832,253,36,0,1,0,0
806,"Jon Tuck","2018-08-25",0,1,1,4,20,0,0,0,1,1,2,0,4,180.34,185.42,155,33,0,1,0,0
807,"Jonathan Brookins","2012-12-15",1,0,1,2,9,1,0,0,1,1,0,0,2,182.88,185.42,145,27,0,0,1,0
808,"Jonathan Goulet","2010-05-08",1,0,2,4,13,0,1,0,0,1,1,1,4,182.88,185.42,170,30,0,1,0,0
809,"Jonathan Martinez","2019-02-09",1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,177.8,135,32,0,0,1,0
810,"Jonathan Meunier","2016-06-18",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,170,28,0,0,0,1
811,"Jonathan Wiezorek","2004-04-02",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.742360937783,250,26,0,0,1,0
812,"Jonathan Wilson","2017-10-21",2,0,1,2,6,0,0,0,0,1,0,0,1,187.96,190.5,205,30,0,0,1,0
813,"Jonavin Webb","2016-02-21",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,170,26,0,1,0,0
814,"Jordan Espinosa","2019-03-23",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,180.34,125,29,0,1,0,0
815,"Jordan Griffin","2018-12-15",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,28,0,0,1,0
816,"Jordan Johnson","2018-09-15",0,3,3,0,9,0,0,1,2,0,0,0,3,187.96,200.66,205,29,0,1,0,0
817,"Jordan Mein","2018-07-28",0,1,2,4,18,0,0,1,1,2,0,0,4,182.88,185.42,170,28,0,1,0,0
818,"Jordan Radev","2007-12-29",1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.16983325635,185,31,0,0,1,0
819,"Jordan Rinaldi","2019-03-16",0,1,1,2,8,0,0,0,1,0,1,0,2,177.8,182.88,145,31,0,1,0,0
820,"Jorge Gurgel","2008-11-15",1,0,2,3,18,0,0,1,2,0,0,0,3,170.18,175.26,155,31,0,1,0,0
821,"Jorge Lopez","2012-05-15",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.259531136887,170,23,0,1,0,0
822,"Jorge Masvidal","2019-03-16",2,0,3,6,41,0,0,0,5,3,1,0,9,180.34,187.96,170,34,0,1,0,0
823,"Jorge Patino","1999-01-08",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,170,25,0,1,0,0
824,"Jorge Rivera","2012-01-20",2,0,3,7,28,0,0,1,2,4,0,0,7,185.42,185.42,185,39,0,1,0,0
825,"Jorge Santiago","2013-02-16",4,0,1,4,11,0,0,0,0,1,0,0,1,185.42,187.96,170,32,0,1,0,0
826,"Jorge de Oliveira","2015-03-21",1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,155,35,0,1,0,0
827,"Jose Aldo","2019-05-11",0,2,7,3,45,11,0,0,6,4,0,0,10,170.18,177.8,145,32,0,1,0,0
828,"Jose Maria","2013-11-09",1,0,0,1,2,0,0,0,0,0,0,0,0,165.1,168.776701335992,125,31,0,1,0,0
829,"Jose Torres","2018-08-04",0,1,1,0,2,0,0,0,0,1,0,0,1,162.56,165.1,125,26,0,1,0,0
830,"Joseph Benavidez","2019-01-19",0,1,6,3,40,2,0,1,7,4,1,0,13,162.56,165.1,125,34,0,0,1,0
831,"Joseph Morales","2018-11-10",1,0,1,1,3,0,0,0,0,0,1,0,1,167.64,175.26,125,24,0,0,0,1
832,"Joseph Sandoval","2012-01-20",1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.16983325635,135,25,0,0,1,0
833,"Josh Barnett","2016-09-03",1,0,4,3,18,1,0,0,1,4,1,0,6,190.5,198.12,250,38,0,1,0,0
834,"Josh Bryant","2010-06-19",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,185,30,0,1,0,0
