"Winner","B_current_lose_streak","B_current_win_streak","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO_TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Height_cms","B_Reach_cms","B_Weight_lbs","B_age","B_Stance_Open_Stance","B_Stance_Orthodox","B_Stance_Southpaw","B_Stance_Switch","R_current_lose_streak","R_current_win_streak","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO_TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","R_Stance_Open_Stance","R_Stance_Orthodox","R_Stance_Southpaw","R_Stance_Switch"
"Red",0,2,2,0,4,0,0,0,0,0,2,0,2,160.02,157.48,115,31,0,1,0,0,1,0,3,2,15,1,0,0,1,0,2,0,3,165.1,165.1,115,24,0,1,0,0
"Blue",0,6,6,2,23,1,0,0,4,4,0,0,8,182.88,185.42,185,26,0,1,0,0,0,2,5,1,14,0,0,0,1,2,4,0,7,185.42,182.88,185,37,0,1,0,0
"Blue",0,2,2,0,5,0,0,1,0,0,1,0,2,180.34,182.88,145,27,0,1,0,0,1,0,3,12,65,0,0,1,5,5,0,1,12,172.72,180.34,145,30,0,1,0,0
"Red",0,1,3,9,42,1,0,0,1,8,0,0,9,182.88,182.88,263,40,0,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,200.66,203.2,250,28,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,23,0,1,0,0,0,1,1,1,3,0,0,0,0,0,1,0,1,172.72,185.42,135,35,0,1,0,0
"Blue",1,0,4,1,15,0,0,0,3,1,0,0,4,175.26,177.8,155,32,0,1,0,0,2,0,4,2,14,0,0,1,1,1,1,0,4,177.8,180.34,155,30,0,1,0,0
"Blue",4,0,2,5,21,1,0,0,2,0,0,0,2,170.18,167.64,135,30,0,0,1,0,2,0,4,3,20,0,0,0,2,2,1,0,5,175.26,172.72,135,25,0,1,0,0
"Red",0,1,1,1,4,0,0,1,0,0,0,0,1,167.64,165.1,135,34,0,1,0,0,2,0,4,2,17,0,0,0,1,1,2,0,4,170.18,180.34,135,27,0,1,0,0
"Red",0,1,1,2,8,0,0,1,0,1,0,0,2,190.5,198.12,205,28,0,1,0,0,0,1,1,1,4,0,0,0,1,0,0,0,1,182.88,190.5,205,27,0,1,0,0
"Red",0,2,2,0,6,1,0,0,2,0,0,0,2,185.42,187.96,185,29,0,1,0,0,0,1,1,2,9,0,0,0,1,1,0,0,2,193.04,193.04,205,28,0,1,0,0
"Red",0,1,1,1,4,0,0,0,1,0,0,0,1,177.8,175.26,170,38,0,0,1,0,0,1,2,2,15,0,0,0,2,1,2,0,5,182.88,190.5,185,32,0,0,1,0
"Blue",0,1,1,0,3,0,0,1,0,0,0,0,1,172.72,172.72,135,25,0,1,0,0,0,2,2,1,7,0,0,1,0,1,0,0,2,172.72,170.18,125,29,0,1,0,0
"Red",0,3,3,5,31,1,0,0,2,11,0,0,13,187.96,198.12,205,33,0,1,0,0,0,3,4,1,26,3,0,1,3,1,2,0,7,180.34,182.88,235,38,0,1,0,0
"Blue",0,4,4,3,25,0,0,0,3,4,1,0,8,187.96,193.04,185,31,0,1,0,0,2,0,9,2,27,5,0,0,3,4,2,0,9,187.96,198.12,185,32,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,172.72,115,30,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,162.56,162.56,115,29,0,1,0,0
"Red",1,0,4,10,50,2,0,1,4,4,0,0,10,180.34,180.34,170,37,0,1,0,0,2,0,7,8,50,1,0,0,4,7,1,1,13,175.26,177.8,170,33,0,1,0,0
"Blue",2,0,4,8,33,0,0,0,1,0,8,0,9,177.8,187.96,155,27,0,1,0,0,1,0,1,1,6,0,0,0,1,0,0,0,1,177.8,182.88,155,30,0,1,0,0
"Red",1,0,1,4,10,0,0,1,0,1,0,0,2,180.34,180.34,145,30,0,1,0,0,2,0,6,2,17,0,0,1,2,2,1,0,6,177.8,185.42,145,28,0,1,0,0
"Red",0,3,3,1,16,0,0,2,1,1,1,0,5,185.42,193.04,170,26,0,1,0,0,0,4,4,0,11,1,0,0,3,0,1,0,4,182.88,193.04,170,29,0,0,0,1
"Red",0,1,1,2,12,0,0,0,1,0,1,0,2,175.26,175.26,145,30,0,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,190.5,145,26,0,1,0,0
"Red",1,0,1,3,13,0,0,0,1,1,0,0,2,187.96,198.12,205,34,0,1,0,0,2,0,3,4,16,0,0,0,2,2,0,0,4,187.96,193.04,205,36,0,1,0,0
"Red",0,1,1,1,7,0,0,2,0,0,0,0,2,180.34,177.8,155,31,0,0,1,0,0,1,1,0,3,0,0,0,1,0,0,0,1,170.18,180.34,155,30,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,155,27,0,0,1,0,0,2,2,0,6,0,0,1,1,0,0,0,2,167.64,177.8,145,32,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,172.72,135,29,0,1,0,0,1,0,1,1,6,0,0,0,1,0,0,0,1,175.26,172.72,125,28,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,165.1,125,28,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,165.1,172.72,125,28,0,1,0,0
"Red",0,1,3,2,21,1,0,0,4,2,0,0,6,190.5,200.66,205,27,0,1,0,0,0,1,3,2,14,0,0,0,1,2,0,2,5,185.42,200.66,205,37,0,1,0,0
"Red",0,3,3,2,16,0,0,0,3,3,0,0,6,182.88,185.42,170,35,0,0,1,0,0,1,4,2,18,0,0,0,1,0,5,0,6,180.34,182.88,170,28,0,0,0,1
"Blue",0,1,1,2,11,0,0,0,1,0,1,0,2,172.72,177.8,135,24,0,0,0,1,2,0,2,8,30,0,0,2,1,1,1,0,5,167.64,172.72,135,38,0,1,0,0
"Red",0,3,3,0,5,0,0,0,1,1,1,0,3,177.8,182.88,145,28,0,0,1,0,0,2,2,0,6,0,0,0,1,0,1,0,2,172.72,177.8,145,23,0,0,1,0
"Red",0,1,1,2,14,0,0,0,0,1,2,0,3,180.34,182.88,155,38,0,1,0,0,0,1,2,1,6,0,0,0,0,1,2,0,3,177.8,185.42,155,29,0,1,0,0
"Blue",2,0,2,3,15,0,0,0,3,0,0,0,3,185.42,190.5,205,37,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.96,185,26,0,1,0,0
"Blue",1,0,1,2,10,0,0,0,1,1,0,0,2,190.5,195.58,265,32,0,0,1,0,1,0,3,3,18,0,2,0,0,2,0,0,4,182.88,187.96,247,34,0,0,1,0
"Red",0,4,4,1,8,0,0,0,0,2,2,0,4,180.34,190.5,170,25,0,1,0,0,0,2,2,2,16,0,0,0,2,1,1,0,4,182.88,187.96,170,25,0,0,1,0
"Red",0,1,1,1,4,0,0,0,0,0,1,0,1,185.42,182.88,155,29,0,1,0,0,0,2,2,0,5,0,0,0,1,1,0,0,2,177.8,185.42,155,24,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,125,22,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,165.1,135,35,0,1,0,0
"Red",0,1,2,4,22,0,0,1,0,4,0,0,5,190.5,193.04,205,31,0,1,0,0,0,2,2,8,41,3,0,1,1,6,0,0,8,185.42,193.04,205,35,0,1,0,0
"Red",0,2,5,2,21,0,0,1,3,1,3,0,8,177.8,182.88,155,27,0,0,1,0,0,2,4,4,38,0,1,1,5,5,0,0,12,180.34,190.5,155,31,0,1,0,0
"Blue",0,1,3,2,16,0,0,0,2,0,2,0,4,162.56,160.02,135,23,0,1,0,0,0,1,3,3,19,0,0,0,4,0,1,0,5,165.1,170.18,125,31,0,1,0,0
"Red",1,0,4,5,29,0,0,1,2,4,1,0,8,187.96,190.5,170,33,0,1,0,0,1,0,3,3,18,0,0,0,2,2,1,0,5,180.34,193.04,170,29,0,1,0,0
"Blue",0,3,4,2,20,0,0,1,3,1,2,0,7,175.26,195.58,170,24,0,1,0,0,0,7,7,3,34,0,0,1,5,2,2,1,11,175.26,177.8,155,38,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,177.8,155,30,0,1,0,0,0,1,4,2,19,1,0,1,1,1,2,0,5,182.88,182.88,170,34,0,1,0,0
"Blue",0,2,2,3,13,1,0,0,0,0,2,0,2,167.64,165.1,135,29,0,1,0,0,0,4,4,3,28,0,0,1,4,0,3,0,8,167.64,170.18,135,32,0,1,0,0
"Red",2,0,2,10,42,0,0,1,3,1,1,0,6,177.8,182.88,170,36,0,1,0,0,0,3,3,2,21,0,0,2,3,0,0,0,5,167.64,170.18,170,35,0,1,0,0
"Blue",0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,180.34,145,24,0,1,0,0,3,0,3,4,15,1,0,0,1,2,1,0,4,170.18,177.8,145,32,0,1,0,0
"Red",1,0,7,2,25,1,0,0,3,5,0,0,8,182.88,190.5,170,34,0,1,0,0,1,0,3,3,20,2,0,1,0,5,0,0,6,175.26,187.96,170,34,0,1,0,0
"Blue",0,2,2,0,4,0,0,0,0,2,0,0,2,175.26,185.42,155,27,0,0,1,0,0,1,1,1,3,0,0,0,0,1,0,0,1,175.26,180.34,155,24,0,1,0,0
"Blue",0,3,3,1,14,0,0,0,3,1,1,0,5,182.88,177.8,185,39,0,0,1,0,2,0,5,6,55,4,1,4,3,6,0,0,14,182.88,190.5,205,37,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,162.56,115,29,0,1,0,0,0,1,1,1,4,1,0,0,1,0,0,0,1,160.02,162.56,115,25,0,0,0,1
"Red",1,0,4,6,32,1,0,0,1,6,0,0,7,177.8,182.88,265,42,0,1,0,0,1,0,4,4,18,1,0,0,2,4,0,0,6,193.04,203.2,265,36,0,1,0,0
"Red",0,2,2,1,7,0,0,0,0,0,2,0,2,187.96,187.96,243,23,0,1,0,0,0,1,1,1,5,0,0,0,0,1,0,0,1,190.5,198.12,249,31,0,1,0,0
"Blue",0,3,5,4,37,0,0,1,8,2,0,0,11,177.8,180.34,145,32,0,1,0,0,0,4,4,0,9,0,1,0,1,1,1,0,4,172.72,177.8,145,26,0,1,0,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,167.64,170.18,135,31,0,0,1,0,0,1,3,5,31,0,0,1,4,2,1,0,8,175.26,180.34,135,36,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,200.66,208.28,245,26,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,193.04,195.58,240,33,0,1,0,0
"Red",0,1,1,0,2,0,0,0,0,0,1,0,1,190.5,193.04,205,29,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,190.5,200.66,205,25,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,135,28,0,1,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,175.26,182.88,135,25,0,1,0,0
"Red",2,0,3,6,27,0,0,0,1,7,1,0,9,198.12,200.66,255,34,0,1,0,0,0,5,5,2,19,0,0,1,0,7,0,0,8,190.5,200.66,260,32,0,1,0,0
"Red",3,0,2,5,19,0,0,0,1,2,0,0,3,175.26,180.34,185,39,0,0,1,0,3,0,6,6,49,3,1,2,4,5,0,0,12,175.26,175.26,185,33,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,145,30,0,0,1,0,2,0,2,6,22,0,0,0,2,3,0,0,5,172.72,170.18,145,31,0,1,0,0
"Red",0,3,3,3,21,1,0,1,4,0,2,0,7,185.42,198.12,185,32,0,0,1,0,0,1,3,1,13,1,0,0,2,2,0,0,4,185.42,190.5,185,28,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,135,28,0,0,1,0,0,2,2,3,14,1,0,1,1,1,1,0,4,167.64,167.64,135,36,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,175.26,155,34,0,1,0,0,1,0,2,3,20,0,0,1,1,1,1,0,4,180.34,177.8,155,32,0,1,0,0
"Blue",0,3,3,2,14,0,0,0,2,3,0,0,5,182.88,185.42,170,30,0,1,0,0,0,1,3,1,13,0,0,1,2,1,0,0,4,185.42,187.96,170,35,0,1,0,0
"Blue",2,0,4,4,13,0,0,0,1,4,0,0,5,187.96,193.04,205,33,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,182.88,185.42,185,27,0,1,0,0
"Red",0,1,1,0,3,0,0,0,1,0,0,0,1,190.5,193.04,185,35,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,185.42,195.58,185,29,0,0,1,0
"Blue",0,2,2,1,7,0,0,1,0,2,0,0,3,175.26,180.34,135,32,0,1,0,0,2,0,3,2,18,2,0,1,1,1,0,0,3,172.72,175.26,145,35,0,0,1,0
"Red",1,0,5,2,15,0,0,0,2,4,1,0,7,185.42,195.58,185,33,0,0,1,0,5,0,16,5,52,13,0,0,2,11,3,0,16,187.96,195.58,185,41,0,0,1,0
"Red",0,2,4,9,44,0,0,2,3,6,0,0,11,182.88,187.96,185,36,0,1,0,0,0,1,5,1,13,0,0,0,1,2,3,0,6,185.42,182.88,185,37,0,1,0,0
"Red",0,2,2,1,5,0,0,0,1,1,0,0,2,180.34,195.58,185,32,0,0,0,1,1,0,5,3,23,1,0,0,1,3,3,1,8,187.96,193.04,205,37,0,1,0,0
"Red",0,3,7,8,59,0,0,2,6,3,6,0,17,172.72,180.34,155,33,0,0,1,0,1,0,4,4,31,0,0,0,4,5,3,0,12,175.26,182.88,155,28,0,0,1,0
"Blue",1,0,1,2,7,0,0,0,0,1,0,0,1,180.34,182.88,170,28,0,1,0,0,0,2,2,1,10,0,0,0,1,1,1,0,3,190.5,198.12,170,26,0,1,0,0
"Red",0,1,1,2,7,0,0,0,0,0,2,0,2,177.8,180.34,125,27,0,0,1,0,0,2,2,2,17,0,0,0,3,0,2,0,5,162.56,165.1,125,32,0,0,1,0
"Blue",0,1,1,1,6,0,0,0,1,0,1,0,2,177.8,177.8,155,25,0,1,0,0,0,2,4,6,46,0,0,2,6,2,1,0,11,172.72,172.72,155,32,0,1,0,0
"Red",2,0,1,5,16,1,0,1,0,0,0,0,1,175.26,182.88,145,33,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,177.8,145,27,0,0,1,0
"Red",0,1,1,4,17,0,0,1,1,1,1,0,4,180.34,187.96,170,38,0,1,0,0,0,1,4,1,20,0,0,0,5,0,0,0,5,185.42,187.96,170,33,0,0,1,0
"Blue",1,0,3,1,11,1,0,0,0,1,2,0,3,170.18,182.88,145,29,0,1,0,0,0,2,7,3,29,1,0,2,4,1,2,0,9,167.64,167.64,155,30,0,1,0,0
"Blue",0,1,1,1,6,0,0,0,0,0,2,0,2,162.56,165.1,115,32,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,165.1,167.64,115,23,0,1,0,0
"Blue",1,0,5,1,12,0,0,0,3,0,2,0,5,190.5,193.04,155,29,0,1,0,0,0,3,3,3,18,0,0,0,1,3,1,0,6,172.72,177.8,155,33,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,205,27,0,1,0,0,2,0,4,4,27,1,1,0,1,4,1,0,7,190.5,203.2,205,33,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,205,31,0,1,0,0,1,0,1,4,12,0,0,0,1,2,0,0,3,195.58,193.04,260,36,0,1,0,0
"Red",2,0,1,2,7,0,0,0,1,0,0,0,1,160.02,162.56,115,32,0,1,0,0,0,2,3,3,18,0,0,1,2,1,2,0,6,154.94,157.48,115,25,0,1,0,0
"Red",0,1,1,0,3,0,0,0,1,0,0,0,1,172.72,172.72,155,30,0,1,0,0,0,1,4,2,15,0,0,0,1,1,3,0,5,180.34,182.88,145,31,0,1,0,0
"Red",1,0,1,2,12,0,0,1,1,0,0,0,2,165.1,170.18,135,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,135,21,0,1,0,0
"Red",1,0,2,2,9,0,0,0,1,0,1,0,2,167.64,162.56,125,27,0,1,0,0,1,0,3,1,12,0,0,0,3,0,0,0,3,154.94,152.4,115,27,0,1,0,0
"Blue",2,0,0,2,4,1,0,0,0,0,0,0,0,185.42,193.04,205,26,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,205,32,0,1,0,0
"Blue",0,2,3,4,33,0,0,0,5,2,1,0,8,180.34,187.96,170,32,0,1,0,0,0,4,8,4,48,1,0,0,6,8,5,0,19,185.42,185.42,155,33,0,1,0,0
"Blue",0,4,4,0,6,0,0,0,0,2,1,1,4,193.04,210.82,250,30,0,1,0,0,3,0,7,7,40,5,0,1,2,9,2,0,14,190.5,195.58,240,37,0,1,0,0
"Blue",0,2,2,1,9,0,0,1,1,0,0,0,2,177.8,180.34,145,24,0,1,0,0,1,0,2,8,41,0,0,2,3,0,2,0,7,177.8,185.42,145,28,0,0,1,0
"Blue",0,3,3,3,16,0,0,0,1,4,1,0,6,187.96,190.5,205,30,0,0,1,0,0,1,4,9,45,1,0,0,4,6,3,0,13,182.88,187.96,185,37,0,1,0,0
"Red",1,0,4,1,14,0,0,0,1,1,2,0,4,170.18,180.34,135,27,0,1,0,0,1,0,7,2,23,0,0,1,4,1,1,0,7,165.1,167.64,135,34,0,1,0,0
"Blue",0,1,1,2,11,0,0,1,0,2,0,0,3,182.88,180.34,170,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,170,26,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,200.66,205,28,0,1,0,0,1,0,2,1,6,0,0,0,0,1,1,0,2,190.5,193.04,205,27,0,1,0,0
"Red",0,1,1,1,6,0,0,1,0,0,0,0,1,182.88,187.96,185,27,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,185.42,185.42,185,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,205,26,0,0,0,1,1,0,2,2,5,0,0,0,0,2,1,0,3,185.42,190.5,253,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,125,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,125,26,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,180.34,155,27,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,187.96,155,26,0,0,1,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,180.34,155,24,0,1,0,0,1,0,3,9,43,0,0,0,1,4,7,1,13,177.8,180.34,155,32,0,1,0,0
"Blue",1,0,3,4,22,0,0,1,1,2,3,0,7,187.96,195.58,170,33,0,1,0,0,0,1,3,4,30,1,0,1,4,0,2,0,7,180.34,190.5,170,32,0,1,0,0
"Blue",0,2,2,2,20,0,0,0,5,0,0,0,5,167.64,175.26,135,23,0,1,0,0,2,0,2,4,25,1,0,1,0,1,3,0,5,167.64,167.64,125,32,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,155,28,0,1,0,0
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,165.1,135,33,0,1,0,0,2,0,3,2,15,0,0,1,2,0,0,0,3,167.64,167.64,135,36,0,1,0,0
"Red",2,0,1,3,11,0,0,0,1,0,0,0,1,190.5,195.58,240,26,0,1,0,0,1,0,2,1,5,0,0,0,0,1,1,0,2,187.96,203.2,240,39,0,1,0,0
"Red",0,1,1,2,10,0,0,0,1,1,0,0,2,182.88,180.34,155,28,0,0,1,0,0,1,1,3,11,0,0,0,0,0,2,0,2,182.88,185.42,170,27,0,1,0,0
"Blue",2,0,0,2,6,0,0,0,0,0,0,0,0,165.1,162.56,115,31,0,1,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,170.18,162.56,115,31,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,193.04,198.12,250,27,0,1,0,0,1,0,1,4,10,0,0,0,0,1,0,0,1,195.58,195.58,250,33,0,0,1,0
"Blue",1,0,0,1,2,0,0,0,0,0,0,0,0,190.5,193.04,205,38,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,185.42,205,36,0,1,0,0
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.96,247,31,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,187.96,187.96,253,34,0,0,0,1
"Red",1,0,6,1,10,7,0,0,0,3,3,0,6,170.18,172.72,135,29,0,1,0,0,0,4,4,1,11,1,0,0,1,3,2,0,6,172.72,175.26,145,28,0,1,0,0
"Blue",0,5,5,0,9,0,0,0,1,4,0,0,5,172.72,165.1,135,25,0,1,0,0,0,5,5,0,21,4,0,1,3,1,0,0,5,172.72,172.72,135,31,0,1,0,0
"Red",0,6,6,2,29,0,0,1,3,5,1,0,10,160.02,170.18,135,26,0,1,0,0,0,1,4,3,36,5,0,0,3,5,1,0,9,167.64,170.18,125,30,0,1,0,0
"Red",1,0,1,2,14,0,0,0,2,0,0,0,2,177.8,177.8,170,30,0,0,0,1,0,2,4,4,39,0,0,1,6,4,1,0,12,187.96,193.04,170,35,0,0,1,0
"Blue",1,0,3,2,13,0,0,0,1,0,2,0,3,162.56,160.02,135,23,0,1,0,0,1,0,4,2,17,0,0,0,2,2,1,0,5,175.26,172.72,135,25,0,1,0,0
"Blue",1,0,7,4,40,0,0,1,5,4,1,0,11,190.5,203.2,170,29,0,1,0,0,2,0,6,5,46,3,1,2,4,5,0,0,12,175.26,175.26,185,33,0,0,1,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,182.88,187.96,185,23,0,0,1,0,0,1,1,3,16,1,0,0,1,0,2,0,3,187.96,200.66,185,26,0,1,0,0
"Blue",1,0,2,2,13,0,0,1,1,1,0,0,3,175.26,182.88,170,29,0,1,0,0,1,0,4,7,35,0,0,1,2,5,2,0,10,182.88,187.96,170,41,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,27,0,1,0,0,3,0,2,3,10,0,0,0,0,2,0,0,2,187.96,187.96,170,31,0,0,0,1
"Blue",0,1,1,0,3,0,0,0,0,0,1,0,1,160.02,157.48,115,30,0,1,0,0,0,1,3,1,16,0,0,0,1,2,1,0,4,162.56,165.1,115,22,0,1,0,0
"Blue",0,2,2,0,2,0,0,0,0,0,2,0,2,187.96,187.96,170,24,0,0,0,1,0,1,2,1,8,0,0,0,1,1,1,0,3,182.88,180.34,170,20,0,1,0,0
"Red",1,0,2,7,27,0,0,2,1,1,1,0,5,167.64,172.72,135,38,0,1,0,0,2,0,4,6,47,4,0,0,3,0,6,0,9,167.64,170.18,135,37,0,1,0,0
"Red",0,2,2,0,4,0,0,0,0,2,0,0,2,177.8,180.34,170,25,0,1,0,0,0,2,2,2,13,0,0,0,2,3,0,0,5,182.88,185.42,170,35,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,29,0,1,0,0,0,2,2,0,4,0,0,0,0,1,1,0,2,190.5,193.04,205,27,0,1,0,0
"Blue",3,0,0,3,9,0,0,0,0,0,0,0,0,170.18,170.18,155,35,0,1,0,0,3,0,2,9,42,0,0,0,2,1,7,0,10,185.42,187.96,145,32,0,1,0,0
"Blue",0,2,3,1,14,0,0,0,1,2,2,0,5,180.34,182.88,170,28,0,1,0,0,0,2,2,1,11,0,0,0,1,1,1,0,3,182.88,182.88,170,27,0,0,1,0
"Blue",0,1,1,0,3,0,0,1,0,0,0,0,1,180.34,182.88,170,26,0,1,0,0,1,0,1,3,10,0,0,0,0,1,1,0,2,177.8,180.34,170,28,0,0,0,1
"Red",0,1,1,1,9,0,0,0,1,0,1,0,2,175.26,175.26,155,33,0,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,167.64,177.8,145,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,135,28,0,1,0,0,1,0,1,3,10,0,0,0,1,1,0,0,2,175.26,167.64,135,34,0,1,0,0
"Red",1,0,5,5,34,0,0,3,4,1,0,0,8,170.18,172.72,135,33,0,1,0,0,0,1,2,5,22,1,0,1,0,3,0,0,4,170.18,175.26,135,32,0,1,0,0
"Red",1,0,2,1,7,0,0,0,0,2,0,0,2,160.02,165.1,125,37,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,157.48,162.56,125,30,0,1,0,0
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,187.96,170,32,0,1,0,0,1,0,1,1,6,0,0,0,1,0,0,0,1,182.88,193.04,170,27,0,0,1,0
"Red",0,1,5,4,25,3,0,1,0,2,3,0,6,177.8,182.88,170,29,0,1,0,0,0,9,9,3,37,0,0,1,4,5,2,0,12,180.34,175.26,155,25,0,1,0,0
"Red",2,0,7,9,50,0,0,0,2,9,2,0,13,182.88,190.5,170,35,0,1,0,0,0,3,8,4,45,1,0,0,6,7,5,0,18,185.42,185.42,155,33,0,1,0,0
"Red",0,3,3,0,3,0,0,0,0,3,0,0,3,177.8,177.8,145,25,0,1,0,0,0,2,6,3,32,0,0,0,4,4,0,0,8,172.72,177.8,145,33,0,1,0,0
"Blue",0,1,5,2,24,1,0,2,2,1,2,0,7,175.26,180.34,185,25,0,0,1,0,1,0,3,1,12,0,0,0,2,1,0,0,3,180.34,187.96,185,37,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,170,28,0,0,0,1,1,0,2,2,9,0,0,1,0,2,0,0,3,182.88,185.42,170,27,0,1,0,0
"Blue",0,3,3,0,6,0,0,0,0,1,2,0,3,190.5,195.58,205,29,0,1,0,0,0,5,5,2,12,0,0,0,0,3,3,0,6,190.5,195.58,205,24,0,1,0,0
"Red",0,2,2,4,14,0,0,0,1,1,1,0,3,172.72,177.8,155,28,0,0,1,0,0,1,3,2,17,1,0,0,1,0,3,0,4,175.26,177.8,155,27,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,154.94,160.02,115,23,0,1,0,0,2,0,3,2,17,1,0,1,2,0,0,0,3,170.18,172.72,115,33,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,175.26,135,29,0,0,1,0,1,0,4,2,12,0,0,0,1,0,3,0,4,165.1,165.1,135,32,0,0,1,0
"Blue",1,0,0,1,2,0,0,0,0,0,0,0,0,175.26,180.34,155,24,0,1,0,0,0,1,3,5,29,0,0,1,3,3,0,0,7,172.72,172.72,155,31,0,1,0,0
"Blue",0,3,3,2,21,0,0,0,4,1,0,1,6,172.72,185.42,155,30,0,1,0,0,0,2,2,1,8,0,0,1,0,2,0,0,3,180.34,180.34,155,31,0,1,0,0
"Blue",2,0,2,4,24,0,0,2,0,2,0,0,4,165.1,165.1,125,27,0,1,0,0,2,0,2,3,18,0,0,0,3,0,0,0,3,162.56,162.56,125,33,0,0,1,0
