"Winner","B_current_win_streak","R_Reach_cms","R_losses","B_current_lose_streak","R_Stance_Southpaw","B_Stance_Southpaw","R_Stance_Switch","R_win_by_Submission","B_win_by_Decision_Split","B_Stance_Switch","R_Stance_Open_Stance"
"Blue",1,180.34,9,0,0,1,0,7,1,0,0
"Blue",0,180.34,8,1,0,0,0,1,0,0,0
"Red",4,198.12,6,0,0,1,0,5,0,0,0
"Blue",2,165.1,4,0,0,0,0,0,1,0,0
"Red",0,175.26,2,1,0,0,0,1,0,0,0
"Red",0,172.72,2,0,0,0,0,1,0,0,0
"Red",0,182.88,2,1,1,0,0,1,0,0,0
"Red",0,162.56,1,1,0,0,0,0,0,0,0
"Red",3,167.64,2,0,0,1,0,3,0,0,0
"Red",2,165.1,2,0,0,0,0,2,0,0,0
"Blue",6,182.88,1,0,0,0,0,4,0,0,0
"Blue",2,180.34,12,0,0,0,0,0,1,0,0
"Red",1,203.2,0,0,0,0,0,0,0,0,0
"Blue",0,185.42,1,0,0,0,0,1,0,0,0
"Blue",0,180.34,2,1,0,0,0,1,0,0,0
"Blue",0,172.72,3,4,0,1,0,1,0,0,0
"Red",1,180.34,2,0,0,0,0,2,1,0,0
"Red",1,190.5,1,0,0,0,0,0,1,0,0
"Red",2,193.04,2,0,0,0,0,0,0,0,0
"Red",1,190.5,2,0,1,1,0,2,0,0,0
"Blue",1,170.18,1,0,0,0,0,0,1,0,0
"Red",3,182.88,1,0,0,0,0,2,0,0,0
"Blue",4,198.12,2,0,0,0,0,2,0,0,0
"Red",0,162.56,0,0,0,0,0,1,0,0,0
"Red",0,177.8,8,1,0,0,0,1,1,0,0
"Blue",0,182.88,1,2,0,0,0,0,0,0,0
"Red",0,185.42,2,1,0,0,0,1,1,0,0
"Red",3,193.04,0,0,0,0,1,1,2,0,0
"Red",1,190.5,0,0,0,0,0,0,0,1,0
"Red",0,193.04,4,1,0,0,0,0,0,0,0
"Red",1,180.34,0,0,0,1,0,0,2,0,0
"Blue",0,177.8,0,0,0,1,0,0,0,0,0
"Red",0,172.72,1,1,0,0,0,0,0,0,0
"Blue",0,172.72,0,0,0,0,0,0,0,0,0
"Red",1,200.66,2,0,0,0,0,0,0,0,0
"Red",3,182.88,2,0,0,1,1,5,0,0,0
"Blue",1,172.72,8,0,0,0,0,1,0,1,0
"Red",3,177.8,0,0,1,1,0,1,0,0,0
"Red",1,185.42,1,0,0,0,0,2,0,0,0
"Blue",0,187.96,1,2,0,0,0,0,0,0,0
"Blue",0,187.96,3,1,1,1,0,0,0,0,0
"Red",4,187.96,2,0,1,0,0,1,0,0,0
"Red",1,185.42,0,0,0,0,0,0,0,0,0
"Red",0,165.1,1,0,0,0,0,0,0,0,0
"Red",1,193.04,8,0,0,0,0,0,1,0,0
"Red",2,190.5,4,0,0,1,0,0,1,0,0
"Blue",1,170.18,3,0,0,0,0,1,0,0,0
"Red",0,193.04,3,1,0,0,0,1,1,0,0
"Blue",3,177.8,3,0,1,0,0,2,1,0,0
"Red",0,182.88,2,0,0,0,0,2,0,0,0
"Blue",2,170.18,3,0,0,0,0,3,0,0,0
"Red",0,170.18,2,2,0,0,0,0,1,0,0
"Blue",1,177.8,4,0,0,0,0,1,0,0,0
"Red",0,187.96,3,1,0,0,0,0,0,0,0
"Blue",2,180.34,1,0,0,1,0,0,0,0,0
"Blue",3,190.5,6,0,0,1,0,0,0,0,0
"Blue",0,162.56,1,0,0,0,1,0,0,0,0
"Red",0,203.2,4,1,0,0,0,0,0,0,0
"Red",2,198.12,1,0,0,0,0,0,0,0,0
"Blue",3,177.8,0,0,0,0,0,1,1,0,0
"Red",1,180.34,5,0,1,1,0,1,0,0,0
"Red",0,195.58,1,0,0,0,0,0,0,0,0
"Red",1,200.66,0,0,0,0,0,1,0,0,0
"Red",0,182.88,2,0,0,0,0,0,0,0,0
"Red",0,200.66,2,2,0,0,0,0,0,0,0
"Red",0,175.26,6,3,1,1,0,0,0,0,0
"Blue",0,170.18,6,0,0,1,0,0,0,0,0
"Red",3,190.5,1,0,0,1,0,0,1,0,0
"Red",0,167.64,3,0,0,1,0,1,0,0,0
"Red",0,177.8,3,1,0,0,0,1,0,0,0
"Blue",3,187.96,1,0,0,0,0,0,0,0,0
"Blue",0,185.42,0,2,0,0,0,0,0,0,0
"Red",1,195.58,0,0,1,0,0,1,0,0,0
"Blue",2,175.26,2,0,1,0,0,0,1,0,0
"Red",0,195.58,5,1,1,1,0,3,0,0,0
"Red",2,182.88,1,0,0,0,0,3,2,0,0
"Red",2,193.04,3,0,0,0,0,3,0,1,0
"Red",3,182.88,4,0,1,1,0,3,2,0,0
"Blue",0,198.12,1,1,0,0,0,1,0,0,0
"Red",1,165.1,2,0,1,1,0,2,0,0,0
"Blue",1,172.72,6,0,0,0,0,1,0,0,0
"Red",0,177.8,1,2,1,0,0,0,1,0,0
"Red",1,187.96,1,0,1,0,0,0,1,0,0
"Blue",0,167.64,3,1,0,0,0,2,0,0,0
"Blue",1,167.64,0,0,0,0,0,0,0,0,0
"Blue",0,177.8,3,1,0,0,0,1,0,0,0
"Blue",0,203.2,4,0,1,0,0,1,0,0,0
"Blue",0,193.04,4,0,0,0,0,0,0,0,0
"Red",0,157.48,3,2,0,0,0,2,0,0,0
"Red",1,182.88,2,0,0,0,0,3,0,0,0
"Red",0,182.88,0,1,0,0,0,0,1,0,0
"Red",0,152.4,1,1,0,0,0,0,0,0,0
"Blue",0,190.5,1,2,0,1,0,0,0,0,0
"Blue",2,185.42,4,0,0,0,0,5,0,0,0
"Blue",4,195.58,7,0,0,0,0,2,0,0,0
"Blue",2,185.42,8,0,1,0,0,2,1,0,0
"Blue",3,187.96,9,0,0,1,0,3,0,0,0
"Red",0,167.64,2,1,0,0,0,1,0,0,0
"Blue",1,187.96,0,0,0,0,0,0,1,0,0
"Blue",0,193.04,1,0,0,0,0,1,0,0,0
"Red",1,185.42,1,0,0,0,0,1,1,0,0
"Red",0,190.5,2,0,0,0,0,1,0,1,0
"Red",0,170.18,0,0,0,0,0,0,0,0,0
"Red",0,187.96,1,1,1,0,0,0,0,0,0
"Red",0,180.34,9,1,0,0,0,7,0,0,0
"Blue",0,190.5,4,1,0,0,0,2,1,0,0
"Blue",2,167.64,4,0,0,0,0,3,0,0,0
"Blue",0,185.42,0,0,0,0,0,0,0,0,0
"Blue",0,167.64,2,1,0,0,0,0,0,0,0
"Red",0,203.2,1,2,0,0,0,1,0,0,0
"Red",1,185.42,3,0,0,1,0,2,0,0,0
"Blue",0,162.56,2,2,0,0,0,0,0,0,0
"Red",0,195.58,4,1,1,0,0,0,0,0,0
"Blue",0,185.42,1,1,0,0,0,0,0,0,0
"Blue",0,187.96,1,1,0,0,1,0,0,0,0
"Red",0,175.26,1,1,0,0,0,2,0,0,0
"Blue",5,172.72,0,0,0,0,0,0,0,0,0
"Red",6,170.18,3,0,0,0,0,1,1,0,0
"Red",0,193.04,4,1,1,0,0,1,0,1,0
"Blue",0,172.72,2,1,0,0,0,1,0,0,0
"Blue",0,175.26,5,1,1,0,0,0,1,0,0
"Red",1,200.66,3,0,0,1,0,2,0,0,0
"Blue",0,187.96,7,1,0,0,0,2,1,0,0
"Blue",0,187.96,3,0,0,0,1,0,0,0,0
"Blue",1,165.1,1,0,0,0,0,1,0,0,0
"Blue",2,180.34,1,0,0,0,0,1,0,1,0
"Red",0,170.18,6,1,0,0,0,6,2,0,0
"Red",2,185.42,2,0,1,0,0,0,0,0,0
"Blue",0,193.04,0,0,0,0,0,1,0,0,0
"Blue",0,187.96,9,3,0,0,0,7,0,0,0
"Blue",2,182.88,1,0,1,0,0,1,0,0,0
"Blue",1,180.34,3,0,0,0,1,1,1,0,0
"Red",1,177.8,0,0,0,0,0,0,0,0,0
"Red",0,167.64,3,0,0,0,0,0,0,0,0
"Red",0,175.26,5,1,0,0,0,0,3,0,0
"Red",0,162.56,1,1,0,0,0,0,0,0,0
"Blue",0,193.04,1,1,1,0,0,0,0,0,0
"Red",1,175.26,3,0,0,0,0,2,1,0,0
"Red",0,185.42,4,2,0,0,0,5,0,0,0
"Red",3,177.8,3,0,0,0,0,0,0,0,0
"Blue",1,187.96,1,0,0,1,0,0,2,0,0
"Blue",0,185.42,2,0,0,0,0,0,0,1,0
"Blue",3,195.58,2,0,0,0,0,3,0,0,0
"Red",2,177.8,2,0,1,1,0,3,0,0,0
"Blue",0,172.72,2,0,0,0,0,0,0,0,0
"Blue",0,165.1,2,1,1,1,0,3,0,0,0
"Blue",0,172.72,5,1,0,0,0,0,0,0,0
"Blue",3,180.34,1,0,0,0,0,0,0,0,0
"Blue",0,162.56,3,2,1,0,0,0,2,0,0
"Red",2,200.66,2,0,0,0,0,0,1,0,0
"Red",1,210.82,0,0,0,0,0,0,0,0,0
"Red",0,200.66,2,2,0,0,0,0,0,0,0
"Red",0,193.04,4,0,0,0,0,0,0,0,0
"Red",0,162.56,0,0,0,1,0,0,0,0,0
"Red",0,198.12,1,0,0,0,0,1,0,0,0
"Blue",0,175.26,1,0,0,1,0,0,0,0,0
"Red",2,187.96,0,0,0,0,0,0,1,0,0
"Blue",0,177.8,1,0,0,0,0,0,0,0,0
"Blue",1,185.42,1,0,0,0,0,0,0,0,0
"Blue",0,185.42,1,0,0,0,0,0,0,0,0
"Red",0,165.1,2,0,0,1,0,0,0,0,0
"Red",0,167.64,2,3,0,1,0,3,0,0,0
"Red",0,165.1,2,1,1,0,0,1,1,0,0
"Blue",1,180.34,7,0,0,0,0,1,0,0,0
"Blue",1,190.5,1,0,1,0,0,0,0,1,0
"Red",1,167.64,3,0,0,0,0,0,1,0,0
"Red",1,177.8,0,0,0,0,0,1,1,0,0
"Red",0,180.34,1,0,0,0,0,0,0,0,0
"Red",0,177.8,2,1,0,0,0,0,0,0,0
"Blue",0,165.1,3,0,0,0,0,1,0,0,0
"Blue",0,182.88,2,1,0,0,0,0,0,0,0
"Red",5,185.42,2,0,0,1,0,0,0,0,0
"Blue",0,185.42,2,1,0,1,0,3,1,0,0
"Blue",0,193.04,5,2,1,0,0,2,0,0,0
"Blue",0,170.18,1,0,1,0,0,0,0,0,0
"Blue",0,193.04,1,0,1,0,0,0,0,0,0
"Blue",0,157.48,2,1,1,0,0,0,0,0,0
"Red",0,177.8,1,1,1,0,0,1,2,0,0
"Red",0,172.72,1,1,0,0,0,0,0,0,0
"Red",0,165.1,1,1,0,0,1,1,0,0,0
"Blue",1,190.5,2,0,0,0,1,1,1,0,0
"Red",0,177.8,2,1,0,1,1,1,0,0,0
"Blue",0,162.56,2,0,0,0,0,0,0,0,0
"Red",1,187.96,5,0,0,1,0,1,1,0,0
"Red",0,177.8,1,1,1,0,0,0,0,0,0
"Red",2,160.02,2,0,0,0,0,0,0,0,0
"Blue",4,198.12,5,0,0,1,0,5,1,0,0
"Blue",3,182.88,1,0,0,0,0,3,0,1,0
"Red",1,182.88,2,0,0,0,0,2,1,0,0
"Red",1,198.12,3,0,1,0,0,1,0,0,0
"Blue",0,190.5,1,0,0,0,0,1,0,0,0
"Red",0,180.34,2,1,0,0,0,0,0,0,0
"Red",0,187.96,1,1,0,0,0,1,0,0,0
"Red",2,165.1,3,0,0,1,0,1,0,0,0
"Red",0,193.04,3,2,0,0,0,1,0,0,0
"Blue",0,175.26,10,1,0,1,0,0,0,0,0
"Blue",0,195.58,1,0,1,0,0,0,0,0,0
"Red",2,165.1,2,0,1,1,0,0,0,0,0
"Blue",0,200.66,1,0,0,0,0,2,0,0,0
"Red",1,167.64,1,0,0,0,0,0,0,0,0
"Red",2,195.58,2,0,0,0,0,1,0,0,0
"Blue",0,165.1,1,1,0,0,0,0,0,1,0
"Red",0,203.2,0,0,0,0,0,0,0,0,0
"Red",0,190.5,2,1,1,1,0,1,0,0,0
"Red",0,172.72,2,1,0,0,0,1,1,0,0
"Red",0,180.34,0,0,0,0,0,0,0,1,0
"Blue",0,185.42,0,0,0,0,0,0,0,0,0
"Blue",1,175.26,1,0,0,1,0,0,0,0,0
"Red",3,165.1,0,0,0,0,0,0,1,0,0
"Blue",7,198.12,1,0,0,1,0,2,1,0,0
"Blue",3,165.1,3,0,0,0,0,1,1,0,0
"Red",1,172.72,6,0,0,0,0,2,1,0,0
"Red",1,177.8,0,0,0,1,0,1,0,0,0
"Blue",1,193.04,6,0,0,0,0,1,2,0,0
"Red",1,190.5,1,0,0,0,0,2,0,0,0
"Red",0,180.34,8,1,1,0,0,6,0,0,0
"Red",1,167.64,3,0,0,0,0,0,0,0,0
"Blue",8,177.8,6,0,1,0,0,2,1,0,0
"Red",0,182.88,9,0,1,0,0,0,0,0,0
"Red",0,180.34,3,1,0,0,0,2,0,0,0
"Red",0,180.34,0,0,1,1,0,0,0,0,0
"Red",4,182.88,2,0,1,0,0,3,0,0,0
"Red",2,172.72,2,0,0,0,0,1,0,0,0
"Blue",1,175.26,0,0,0,0,0,1,0,0,0
"Blue",0,185.42,1,1,0,0,0,0,0,0,0
"Red",1,190.5,3,0,1,0,0,1,0,0,0
"Red",1,190.5,7,0,0,0,0,0,2,0,0
"Blue",2,187.96,8,0,1,0,0,2,0,0,0
"Blue",0,203.2,3,1,1,0,0,1,0,0,0
"Red",3,213.36,6,0,0,1,0,4,0,0,0
"Red",0,177.8,0,3,0,0,0,0,1,0,0
"Blue",0,172.72,6,1,0,1,0,1,1,0,0
"Red",0,187.96,2,1,1,0,0,0,1,0,0
"Blue",0,180.34,2,0,0,0,0,0,0,0,0
"Blue",1,187.96,0,0,1,0,0,1,0,0,0
"Red",3,190.5,1,0,0,1,0,2,1,0,0
"Red",1,170.18,2,0,0,0,0,1,0,0,0
"Blue",1,182.88,0,0,0,0,0,0,0,0,0
"Blue",0,182.88,9,0,0,0,0,1,0,0,0
"Blue",0,172.72,1,0,0,0,0,1,0,0,0
"Red",0,193.04,0,0,0,0,0,0,0,0,0
"Blue",0,175.26,3,1,0,0,0,0,0,0,0
"Red",1,193.04,1,0,0,1,0,0,0,0,0
"Blue",1,185.42,4,0,1,0,0,2,0,0,0
"Red",0,187.96,9,1,0,0,0,3,0,1,0
"Blue",0,190.5,1,1,1,1,0,0,0,0,0
"Blue",0,187.96,1,1,0,0,0,0,0,0,0
"Blue",0,170.18,1,0,0,0,0,0,0,0,0
"Red",0,172.72,0,0,0,0,0,0,0,0,0
"Red",0,177.8,3,1,0,0,0,3,1,0,0
"Red",0,182.88,9,2,0,0,0,0,0,0,0
"Red",2,177.8,3,0,1,0,0,2,1,0,0
"Blue",0,193.04,3,1,0,0,0,0,0,0,0
"Red",1,185.42,4,0,0,0,0,2,1,0,0
"Blue",2,180.34,1,0,0,0,0,3,2,0,0
"Red",1,170.18,3,0,0,0,0,3,1,0,0
"Red",0,170.18,3,1,0,0,0,1,2,0,0
"Red",0,187.96,6,1,0,0,0,4,0,0,0
"Red",3,187.96,1,0,1,1,0,0,0,0,0
"Red",0,190.5,1,1,0,0,0,2,0,0,0
"Blue",0,182.88,3,2,1,1,0,3,0,0,0
"Blue",4,200.66,4,0,0,1,0,0,0,0,0
"Red",0,177.8,6,0,1,1,0,1,0,0,0
"Red",0,187.96,4,1,0,0,0,1,0,0,0
"Blue",0,177.8,1,1,0,0,0,2,0,0,0
"Red",0,182.88,2,1,0,0,0,2,0,0,0
"Red",0,180.34,1,1,1,0,0,1,0,0,0
"Blue",0,185.42,1,1,0,0,0,0,0,0,0
"Red",0,200.66,3,1,0,0,0,1,0,0,0
"Blue",0,185.42,0,1,0,0,0,0,0,0,0
"Red",4,203.2,2,0,0,0,0,0,0,0,0
"Red",0,195.58,3,1,0,0,0,2,0,0,0
"Blue",1,185.42,0,0,0,0,0,0,0,1,0
"Blue",3,170.18,5,0,0,0,0,6,1,0,0
"Red",2,157.48,3,0,0,0,0,1,0,0,0
"Blue",0,167.64,5,2,0,0,0,0,1,0,0
"Red",0,187.96,4,1,0,0,0,0,0,0,0
"Red",0,172.72,6,0,0,0,0,1,0,0,0
"Red",0,177.8,4,0,1,1,0,1,0,0,0
"Blue",0,195.58,6,1,0,0,0,2,0,0,0
"Red",1,200.66,4,0,0,0,0,2,0,0,0
"Red",3,187.96,5,0,0,0,0,1,0,0,0
"Red",1,167.64,1,0,1,0,0,0,1,1,0
"Red",0,185.42,0,0,0,0,0,0,0,0,0
"Red",0,190.5,4,2,1,0,0,1,1,0,0
"Red",0,170.18,1,0,0,1,0,0,0,0,0
"Red",0,185.42,1,1,1,0,0,0,0,0,0
"Blue",0,190.5,2,0,1,0,0,0,0,0,0
"Red",0,185.42,2,1,0,0,0,0,0,0,0
"Red",0,182.88,6,1,1,0,0,8,1,0,0
"Red",1,182.88,4,0,0,0,0,2,0,0,0
"Red",2,165.1,1,0,0,0,0,1,0,0,0
"Blue",1,180.34,8,0,0,1,0,7,1,0,0
"Red",0,190.5,3,3,1,1,0,1,0,0,0
"Blue",0,182.88,2,1,1,0,0,0,0,0,0
"Blue",0,180.34,3,0,0,0,0,0,0,0,0
"Red",0,180.34,2,2,0,0,0,0,0,0,0
"Red",0,180.34,0,0,0,0,0,0,0,0,0
"Blue",0,193.04,8,1,1,1,0,9,0,0,0
"Red",3,198.12,5,0,0,0,0,0,0,0,0
"Blue",2,180.34,6,0,1,0,0,2,0,0,0
"Blue",0,195.58,2,0,0,0,0,0,0,0,0
"Red",0,190.5,4,0,0,0,0,1,0,0,0
"Red",1,165.1,0,0,0,0,0,0,3,0,0
"Red",1,170.18,2,0,0,0,0,2,0,0,0
"Red",0,165.1,2,0,1,0,0,0,0,0,0
"Blue",1,160.02,2,0,0,0,0,0,0,0,0
"Blue",1,203.2,3,0,0,0,0,1,1,0,0
"Red",0,182.88,1,0,0,0,0,2,0,0,0
"Blue",0,195.58,1,0,0,1,0,0,0,0,0
"Red",0,167.64,3,2,0,0,0,2,0,0,0
"Red",3,198.12,5,0,0,0,0,4,2,0,0
"Red",2,185.42,2,0,0,1,0,0,0,0,0
"Red",0,190.5,3,0,0,0,0,0,0,0,0
"Red",0,170.18,1,0,0,0,0,1,0,0,0
"Red",0,190.5,4,1,0,0,0,2,0,0,0
"Blue",0,195.58,2,1,0,0,0,0,0,0,0
"Red",0,185.42,0,0,1,0,0,0,0,0,0
"Red",0,177.8,3,1,0,0,0,0,0,0,0
"Blue",0,198.12,0,0,0,0,0,0,0,0,0
"Blue",2,187.96,4,0,1,0,0,0,1,0,0
"Blue",2,165.1,1,0,0,0,0,2,0,0,0
"Blue",0,190.5,8,2,0,0,0,2,1,0,0
"Blue",1,172.72,6,0,0,0,0,0,0,0,0
"Red",2,172.72,2,0,0,0,0,0,0,0,0
"Red",1,195.58,2,0,0,0,0,3,1,0,0
"Blue",0,175.26,9,2,0,0,0,0,0,0,0
"Red",0,193.04,3,1,0,0,0,0,0,0,0
"Red",0,165.1,2,0,1,0,0,1,0,0,0
"Blue",0,175.26,1,1,1,1,0,0,1,0,0
"Red",0,190.5,4,2,0,0,0,0,0,0,0
"Red",0,210.82,0,0,0,0,0,0,0,0,0
"Red",1,165.1,1,0,0,0,0,1,0,0,0
"Blue",0,167.64,1,2,0,0,0,0,1,0,0
"Red",3,180.34,4,0,0,0,0,0,1,0,0
"Red",2,193.04,0,0,0,1,1,1,0,0,0
"Red",0,170.18,2,0,0,0,0,0,0,0,0
"Red",1,193.04,2,0,0,0,0,1,0,1,0
"Blue",0,180.34,2,1,0,0,0,0,0,0,0
"Red",0,187.96,1,0,0,0,0,0,0,1,0
"Blue",4,177.8,2,0,0,0,0,2,0,0,0
"Red",0,193.04,1,0,0,0,0,4,0,0,0
"Red",0,187.96,9,1,0,0,0,0,0,0,0
"Blue",2,203.2,0,0,0,1,0,1,0,0,0
"Blue",0,193.04,4,1,1,1,0,2,0,0,0
"Red",2,172.72,1,0,0,0,0,1,0,1,0
"Blue",0,170.18,2,0,0,0,0,0,0,0,0
"Blue",0,185.42,0,2,0,1,0,0,0,0,0
"Red",0,170.18,2,1,0,0,0,0,0,0,0
"Red",0,175.26,1,1,0,0,0,1,0,0,0
"Red",0,170.18,3,0,0,1,0,2,0,0,0
"Blue",0,190.5,0,1,0,0,0,0,0,0,0
"Blue",3,165.1,2,0,0,0,0,1,0,0,0
"Red",0,182.88,1,4,0,1,0,2,0,0,0
"Red",5,177.8,1,0,0,0,0,0,0,0,0
"Red",1,195.58,2,0,0,0,0,0,0,0,0
"Blue",0,175.26,4,1,1,1,0,0,2,0,0
"Red",7,170.18,3,0,0,0,0,1,1,0,0
"Blue",0,182.88,8,1,1,0,0,0,0,0,0
"Red",4,193.04,3,0,0,0,0,1,0,0,0
"Red",0,180.34,8,2,1,1,0,6,1,0,0
"Red",1,165.1,0,0,0,0,0,0,0,0,0
"Red",0,187.96,0,0,0,1,0,0,0,0,0
"Blue",0,175.26,8,0,0,0,0,0,0,0,0
"Red",1,177.8,0,0,0,0,0,0,0,0,0
"Red",1,198.12,3,0,1,0,0,1,0,0,0
"Blue",1,185.42,1,0,0,0,0,3,1,0,0
"Red",0,180.34,2,1,0,0,0,0,0,0,0
"Blue",2,177.8,5,0,1,0,0,2,2,0,0
"Blue",3,182.88,8,0,0,0,0,0,0,0,0
"Red",0,185.42,2,0,1,0,0,0,0,0,0
"Red",0,185.42,1,1,0,0,0,1,0,0,0
"Blue",2,187.96,6,0,0,0,0,2,1,0,0
"Red",0,172.72,5,1,0,0,0,0,0,0,0
"Blue",0,177.8,2,2,0,0,0,1,0,0,0
"Red",1,185.42,4,0,0,0,0,1,0,0,0
"Red",0,180.34,1,1,0,0,0,2,0,0,0
"Blue",6,193.04,3,0,0,0,0,1,0,0,0
"Red",3,185.42,4,0,0,0,0,5,1,0,0
"Red",0,182.88,1,1,0,0,0,0,0,0,0
"Red",0,177.8,2,1,1,0,0,2,0,0,0
"Blue",1,172.72,1,0,0,0,0,0,0,0,0
"Red",2,180.34,1,0,0,0,0,0,0,0,0
"Red",0,195.58,0,0,0,1,0,1,0,0,0
"Blue",3,198.12,3,0,0,1,1,2,1,0,0
"Blue",0,175.26,2,3,0,0,0,0,0,0,0
"Red",0,190.5,1,1,0,1,0,0,0,0,0
"Red",0,160.02,2,1,0,0,0,0,0,0,0
"Red",0,182.88,1,0,0,0,0,1,0,1,0
"Red",1,165.1,2,0,0,0,0,0,0,0,0
"Blue",3,195.58,1,0,1,0,0,3,2,0,0
"Red",1,172.72,0,0,0,0,0,0,0,0,0
"Red",1,175.26,3,0,0,0,0,2,0,0,0
"Red",0,187.96,8,2,0,1,0,0,0,0,0
"Red",0,182.88,3,1,1,0,0,3,1,0,0
"Red",0,175.26,1,1,0,0,1,1,3,0,0
"Red",5,182.88,2,0,1,0,0,3,0,0,0
"Blue",1,187.96,8,0,0,1,0,7,2,0,0
"Red",3,193.04,1,0,0,1,0,1,0,0,0
"Blue",0,190.5,0,0,1,0,0,0,0,0,0
"Blue",3,177.8,0,0,1,0,0,0,0,0,0
"Blue",0,177.8,2,1,0,0,0,3,1,0,0
"Blue",2,177.8,1,0,0,1,1,0,3,0,0
"Red",3,193.04,7,0,0,0,0,1,0,0,0
"Blue",0,187.96,3,1,0,0,0,1,0,0,0
"Blue",1,182.88,8,0,0,0,0,1,1,0,0
"Red",0,167.64,3,2,0,0,0,0,0,0,0
"Red",0,177.8,3,0,0,0,0,1,0,0,0
"Red",0,198.12,2,0,0,0,0,0,0,0,0
"Red",0,180.34,3,1,1,0,0,0,0,0,0
"Blue",1,180.34,0,0,0,0,0,2,0,0,0
"Blue",0,203.2,1,0,0,0,0,0,0,0,0
"Blue",2,195.58,2,0,0,0,0,2,0,0,0
"Red",1,182.88,1,0,0,1,0,3,0,0,0
"Red",1,172.72,0,0,0,0,0,0,0,0,0
"Red",3,193.04,8,0,0,0,0,0,0,0,0
"Blue",1,182.88,0,0,0,1,0,3,0,0,0
"Red",1,182.88,6,0,1,0,0,7,0,0,0
"Red",1,193.04,2,0,0,0,0,0,0,0,0
"Red",1,177.8,3,0,1,0,0,2,1,0,0
"Red",2,170.18,2,0,0,0,0,1,0,0,0
"Red",0,190.5,4,1,1,0,0,0,0,0,0
"Red",3,182.88,0,0,0,0,0,1,1,0,0
"Red",0,203.2,3,1,0,0,0,0,1,0,0
"Blue",0,203.2,6,1,0,0,0,0,0,0,0
"Blue",0,185.42,1,1,0,0,0,0,0,1,0
"Red",0,180.34,1,0,0,0,0,0,0,0,0
"Red",2,195.58,2,0,0,0,0,2,0,0,0
"Red",4,185.42,2,0,0,0,0,0,0,0,0
"Red",1,200.66,1,0,0,1,0,2,0,0,0
"Blue",0,185.42,2,0,0,0,0,1,0,0,0
"Blue",0,185.42,2,1,0,0,0,1,0,0,0
"Red",1,167.64,1,0,0,0,0,0,0,0,0
"Red",0,187.96,2,2,1,0,0,0,0,0,0
"Red",0,180.34,2,1,1,0,0,1,0,0,0
"Red",1,213.36,1,0,0,1,0,5,0,0,0
"Red",4,167.64,2,0,0,0,0,3,1,0,0
"Blue",0,182.88,3,1,0,0,0,2,1,0,0
"Red",4,185.42,2,0,0,0,0,0,2,0,0
"Red",1,175.26,2,0,0,0,0,0,1,0,0
"Red",1,187.96,0,0,1,0,0,1,0,0,0
"Red",0,195.58,3,0,1,0,0,0,0,0,0
"Red",0,190.5,1,2,0,0,0,0,1,0,0
"Blue",0,177.8,6,1,0,0,0,1,1,0,0
"Red",0,193.04,2,1,0,0,0,3,4,0,0
"Red",3,165.1,1,0,0,0,0,2,0,0,0
"Red",0,177.8,0,0,0,1,0,1,0,0,0
"Red",2,177.8,3,0,0,0,0,0,1,0,0
"Blue",2,182.88,1,0,1,1,0,3,0,0,0
"Blue",1,162.56,1,0,0,0,0,0,0,0,0
"Blue",1,190.5,3,0,0,0,0,2,0,0,0
"Red",2,167.64,2,0,0,0,0,0,0,0,0
"Blue",0,198.12,1,2,0,1,1,0,1,0,0
"Red",0,185.42,1,1,0,0,0,0,0,0,0
"Blue",0,198.12,3,1,0,0,0,2,0,0,0
"Red",1,200.66,2,0,0,0,0,0,0,0,0
"Red",0,210.82,0,0,0,0,0,0,0,0,0
"Red",0,195.58,1,0,1,0,0,0,0,0,0
"Blue",0,193.04,8,2,0,0,0,1,0,0,0
"Red",0,170.18,1,0,0,0,0,1,0,0,0
"Blue",1,187.96,1,0,0,1,0,0,0,0,0
"Blue",1,162.56,1,0,0,0,0,1,0,0,0
"Red",0,185.42,1,0,0,0,0,0,0,0,0
"Blue",0,177.8,0,1,0,0,0,0,0,0,0
"Blue",0,175.26,2,2,1,1,0,0,0,0,0
"Red",0,195.58,1,0,0,0,1,0,0,0,0
"Blue",0,187.96,0,0,0,1,0,0,0,0,0
"Red",0,182.88,5,1,0,1,0,0,0,0,0
"Blue",2,180.34,3,0,1,0,0,0,1,0,0
"Red",4,185.42,1,0,0,0,0,2,0,0,0
"Red",0,177.8,1,1,1,0,0,1,0,0,0
"Blue",0,190.5,4,1,0,0,0,0,0,0,0
"Red",1,162.56,1,0,0,1,0,1,0,0,0
"Blue",0,175.26,1,1,0,1,0,0,0,0,0
"Red",0,190.5,2,2,0,0,1,0,0,0,0
"Red",0,167.64,2,1,0,0,0,0,0,0,0
"Red",0,175.26,8,1,0,0,0,0,1,0,0
"Red",0,187.96,1,0,1,0,0,0,0,0,0
"Blue",1,187.96,0,0,1,1,0,0,1,0,0
"Blue",4,175.26,0,0,1,0,0,0,0,0,0
"Blue",2,193.04,3,0,0,0,0,0,0,0,0
"Red",2,200.66,1,0,0,1,0,0,0,0,0
"Red",1,175.26,1,0,0,1,0,1,1,0,0
"Blue",0,187.96,2,2,0,0,1,0,0,0,0
"Blue",0,187.96,5,1,0,0,0,4,1,0,0
"Red",1,195.58,1,0,0,0,0,0,2,0,0
"Red",4,180.34,4,0,0,0,0,0,0,0,0
"Red",0,182.88,8,1,1,1,0,0,1,0,0
